,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Boulevard Soult,Place de l'Opéra,RN20 Montlhéry,Boulevard Périphérique Est,ARGENTEUIL,AUBERVILLIERS,Boulevard Péripherique Auteuil,Autoroute A1 - Saint-Denis,Place Victor Basch,BOBIGNY,Rue Bonaparte,Quai des Célestins,CHAMPIGNY-SUR-MARNE,LA DEFENSE,Tour Eiffel 3ème étage,Avenue des Champs Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS 7ème,PARIS 12ème,PARIS 13ème,PARIS 18ème,Zone rurale Sud-Est - Forêt de Fontainebleau,Zone rurale Sud-Ouest - Forêt de Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route nationale 2 - PANTIN,Paris stade Lenglen,0
,PA01H,RN6,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,CHAMP,DEF,EIFF3,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,PA15L,1
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,2
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/09/02 02:00:00+00,0.400000,7.400000,0,5,20.900000,23.300000,0,0,29.800000,6.200000,7.200000,0.500000,1.800000,7.700000,0.700000,,1.200000,,0.600000,0.100000,0.400000,0.100000,0.900000,0.500000,0.200000,0.600000,0.100000,0.400000,0,0.700000,0.400000,0.100000,0.200000,0.300000,0.100000,0.300000,0.200000,0,6.400000,0,5862
2021/09/02 03:00:00+00,0.600000,8.300000,0.100000,1.900000,27,32.400000,0.100000,0,44.100000,21.900000,13.300000,0.500000,1.500000,11.100000,1.500000,,0.800000,,0.800000,0,0.600000,0,1,0.700000,0.300000,0.900000,0.100000,0.400000,0,0.600000,0.200000,0.100000,0.100000,0.500000,0.100000,0.300000,0.300000,0,8,0,5863
2021/09/02 04:00:00+00,0.700000,27.100000,0.700000,4.800000,41.800000,69.700000,0,0,78.500000,44.700000,34.900000,1,3,31.600000,1.800000,,0.300000,,0.600000,0.100000,0.600000,0.300000,1.600000,0.400000,0.200000,1,0.100000,1.500000,0,0.800000,0.500000,0,0.300000,0.200000,3.100000,0.400000,1,0.200000,15.800000,0,5864
2021/09/02 05:00:00+00,0.900000,52,3,17.800000,62.100000,100.600000,2.500000,0.300000,115.200000,79.200000,63.300000,2.900000,4.400000,45.600000,1.500000,,1.800000,,0.700000,0.500000,2.100000,0.100000,5.600000,1.100000,0.400000,1.100000,0.300000,1,0,2.600000,0.300000,0,0.500000,0.300000,9,0.700000,1,1.400000,21.200000,0.100000,5865
2021/09/02 06:00:00+00,3.200000,77,11.800000,47.100000,83.100000,132.100000,0.200000,2.900000,134.200000,91.400000,81.800000,6,32.300000,93.300000,3.300000,,1.400000,,1.700000,2.100000,2.600000,0.700000,4.700000,3.900000,1.700000,2.800000,1.500000,3.500000,1,10.100000,0.800000,0.200000,2.200000,2.600000,19.700000,2.900000,5.500000,4.400000,30.100000,2,5866
2021/09/02 07:00:00+00,9.200000,53.700000,13.400000,59.300000,73.400000,119.700000,2.300000,7,168.400000,61.100000,102.100000,8.800000,33.300000,103.800000,5.500000,,3.400000,,4.900000,6.600000,9.500000,3,13.100000,3.900000,6.400000,7.300000,6.100000,7.900000,5.300000,11.500000,1.400000,1.700000,6.400000,3.700000,26.500000,4.700000,9.600000,8,37.100000,6.600000,5867
2021/09/02 08:00:00+00,9.400000,42.100000,10.200000,62.100000,88.600000,106.400000,3.300000,10.700000,141.400000,51.200000,63.500000,5.500000,53.600000,82.100000,5.400000,,7.100000,,4.300000,7.300000,3.700000,3.400000,12.600000,2.300000,4.900000,10.200000,7.300000,8.300000,8.200000,11.800000,1.800000,4.400000,5.500000,4.800000,30.100000,7.400000,7,8.800000,52,10.400000,5868
2021/09/02 09:00:00+00,7.700000,27,9.500000,46.900000,92,102.100000,3.300000,6.700000,139.900000,62.600000,52.100000,4.700000,45.800000,69.900000,4.300000,,8.300000,,4,7.200000,9.500000,3.200000,9.900000,2,4.200000,11.500000,6.500000,7.100000,6.500000,10.800000,1.200000,6.300000,7.400000,2.500000,31.800000,7.600000,6.800000,7.900000,50.500000,8.300000,5869
2021/09/02 10:00:00+00,5.700000,28.200000,7.300000,44.600000,88.900000,81.200000,2,5.500000,135.500000,68.600000,37.900000,3.700000,40.700000,58.400000,3.500000,,9.700000,,3.900000,6.700000,15.800000,2.500000,8.900000,1.400000,4.600000,10.800000,7.300000,4.900000,5.500000,10.600000,1.200000,6.300000,7.500000,1.600000,29.700000,7.700000,4.500000,4.400000,33.800000,8,5870
2021/09/02 11:00:00+00,4.200000,31,3.200000,48,56.800000,92.700000,0.900000,3,131.500000,50.500000,39.400000,2.300000,26.900000,45.900000,1.900000,,5.200000,,1.700000,4.200000,1.800000,1.500000,7.100000,1,2.700000,6.900000,3.200000,3.900000,2.300000,7.200000,0.500000,5.500000,3.900000,0.900000,16.200000,6,2.900000,2.600000,39.100000,4.800000,5871
2021/09/02 12:00:00+00,2.100000,26.200000,1.500000,34.200000,55,71.200000,0.900000,1.200000,119.600000,46.800000,28.700000,1.400000,18.700000,39.900000,1.200000,,2.300000,,1,3,1.600000,0.600000,6,0.800000,1.200000,4.100000,0.800000,2.200000,0.900000,3,0.400000,2.500000,2.500000,0.900000,14.200000,3.200000,1.600000,0.900000,36.600000,1.100000,5872
2021/09/02 13:00:00+00,1.500000,45.600000,1.200000,28.800000,49.700000,76.600000,0.600000,0.700000,133.900000,39.800000,30.900000,1.500000,29,36.500000,1,,1,,1,2.900000,1.800000,0.500000,4.300000,0.600000,0.600000,2.500000,0.400000,1.200000,0.300000,2.400000,0.500000,0.800000,1.700000,0.700000,12.800000,1.600000,2.800000,0.400000,48.300000,0.600000,5873
2021/09/02 14:00:00+00,1.100000,44.300000,1.300000,27.300000,36.600000,78.400000,0.400000,0.800000,153.600000,37.900000,35.800000,2.100000,16.200000,38.300000,0.700000,,1.300000,,0.500000,3.300000,3,0.300000,5.100000,0.700000,0.900000,2.400000,0.200000,0.900000,0.100000,2,0.400000,0.600000,1.700000,0.500000,10.400000,1,2.500000,0.500000,73.200000,0.500000,5874
2021/09/02 15:00:00+00,1.100000,24.800000,1,28.800000,52.300000,73.400000,0.100000,1.100000,80.300000,38.300000,40,1,21.800000,39.700000,1,,1.900000,,1,1.900000,2,0.200000,5,0.800000,1.100000,2.200000,0.100000,1.400000,0.100000,1.900000,0.400000,0.500000,1.300000,1.300000,12.800000,1.700000,2.100000,0.500000,57.200000,0.400000,5875
2021/09/02 16:00:00+00,1,57,1,30.300000,51,70.100000,0.100000,0.400000,121.700000,42.900000,35.600000,1.100000,37.100000,44.100000,0.600000,,0.500000,,1.500000,2.200000,1.100000,0.200000,6.500000,0.700000,3.100000,2,0.100000,1.100000,0.200000,1.900000,0.400000,0.200000,1.600000,0.900000,17.900000,1.200000,2.200000,0.900000,71.400000,0.200000,5876
2021/09/02 17:00:00+00,0.900000,26,0.500000,24.700000,54.200000,59.300000,0.100000,0.400000,76.200000,40.600000,32.900000,1,26.800000,55,0.600000,,1.500000,,1.100000,1.400000,0.900000,0.500000,7.500000,0.800000,0.800000,1.800000,0.100000,0.900000,0.100000,1.400000,0.300000,0.300000,1.200000,0.600000,15.900000,1.700000,2.500000,0,40.700000,0.100000,5877
2021/09/02 18:00:00+00,0.600000,15.800000,0.100000,24.800000,42.900000,80,0.100000,0,110.100000,35.100000,30.900000,0.600000,18.100000,39.200000,0.500000,,0.900000,,0.700000,1,0.600000,0.200000,8.900000,0.500000,0.500000,1,0,0.400000,0.100000,1.100000,0.200000,0.200000,0.600000,0.800000,13.500000,0.900000,1.600000,0,34,0,5878
2021/09/02 19:00:00+00,0.400000,24.600000,1.200000,24.700000,59.300000,85.900000,0.100000,0,58.700000,43.500000,43,0.700000,21.500000,42.300000,0.200000,,0.600000,,0.900000,0.600000,0.700000,0.100000,9.700000,0.500000,0.400000,1.100000,0,1,0,0.700000,0.300000,0.100000,0.400000,0.300000,12.600000,0.400000,1.700000,0,44,0,5879
2021/09/02 20:00:00+00,0.500000,58.700000,1.700000,18.800000,28.800000,83,0,0,42.100000,35.500000,38.600000,0.900000,12.600000,32.400000,0.400000,,1.200000,,0.700000,0.700000,0.600000,0.100000,3.700000,0.700000,0.500000,1.100000,0,0.500000,0,0.900000,0.200000,0.100000,0.400000,0.100000,8.700000,0,0.600000,0,26.800000,0,5880
2021/09/02 21:00:00+00,0.300000,34.100000,2.200000,17.200000,28.500000,70.800000,0.100000,0.200000,66.900000,16.700000,29,3.100000,10,25,0.900000,,0.800000,,,0.300000,0.500000,0.200000,2.700000,0.600000,0.400000,0.800000,0.200000,0.400000,0,1,0.500000,0.100000,0.300000,0.500000,3.500000,0.200000,1.600000,0,18.900000,0,5881
2021/09/02 22:00:00+00,0.300000,13.300000,0.900000,15.800000,16.900000,53.400000,0,0,70.800000,14.800000,28.900000,1,11.100000,26.600000,0.100000,,0.700000,,,0.100000,0.400000,0,1.900000,0.400000,0.300000,0.800000,0.100000,0.800000,0.100000,0.800000,0.200000,0.100000,0.200000,0,2.200000,0.100000,0.300000,0.500000,11.800000,0,5882
2021/09/02 23:00:00+00,0.500000,11.400000,0.500000,18.200000,10.400000,43,0,0,92,15.200000,28.100000,0.600000,27.100000,14.500000,0.200000,,0.800000,,,0.200000,0.400000,0.100000,1.500000,0.600000,0.300000,0.800000,0.100000,0.700000,0,0.900000,0.300000,0,0.100000,0.100000,3.700000,0.100000,0.500000,0.100000,12,0,5883
2021/09/03 00:00:00+00,0.600000,8.500000,0.100000,10,8.500000,23.800000,0,0,68.800000,7.300000,23.100000,0.700000,12.500000,11,0.900000,,0.900000,,,0.100000,0.500000,0,1,0.400000,0.200000,1,0.100000,0.200000,0,0.700000,0.400000,0.200000,0.200000,0.600000,4,0.300000,0.900000,0,11.500000,0,5884
2021/09/03 01:00:00+00,0.400000,7.500000,0,6.700000,12.500000,27.100000,0,0.100000,60.200000,10.700000,16.800000,0.500000,4.300000,8.600000,0.700000,,1,,,0.100000,0.500000,0.100000,1,0.500000,0.200000,0.800000,0.200000,0.500000,0,0.700000,0.400000,0.100000,0.200000,0.100000,2.700000,0.300000,1.200000,0,7.200000,0,5885
2021/09/03 02:00:00+00,0.500000,4.400000,0,4.500000,14,27.200000,0,0,59.600000,13.400000,9.600000,0.600000,3.600000,6.400000,0.200000,,0.600000,,,0,0.500000,0,1.300000,0.500000,0.200000,0.900000,0.200000,0.500000,0,0.600000,0.400000,0.200000,0.300000,0.200000,0.700000,0.200000,0.700000,0,6.800000,0,5886
2021/09/03 03:00:00+00,0.500000,7.200000,0.700000,4,25.600000,38.700000,0,0,82.200000,16.200000,16,0.400000,2.100000,5.300000,0.100000,,0.700000,,,0.100000,0.500000,0.100000,1.600000,0.500000,0.200000,0.500000,0.100000,0.900000,0.100000,0.800000,0.400000,0.100000,0.300000,0.300000,0.500000,0.200000,0.900000,0,9.700000,0,5887
2021/09/03 04:00:00+00,0.500000,21.700000,0.500000,6.600000,44.800000,47,0,0,74.700000,43.400000,28.500000,0.700000,3.400000,16,0.300000,,1.200000,,0.300000,0.700000,0.800000,0,2.800000,0.700000,0.300000,0.600000,0.100000,0.800000,0,1.100000,0.500000,0.200000,0.700000,0.400000,0.300000,0.300000,0.900000,0,10.900000,0,5888
2021/09/03 05:00:00+00,0.700000,52,2.600000,17.200000,88.200000,77.200000,,0,100.100000,83,84.200000,2.300000,5.400000,36.600000,4.100000,,1,,0.500000,1.300000,2.300000,0,19.200000,0.600000,0.700000,0.800000,0.500000,0.700000,,2.900000,0.400000,0.200000,0.900000,0.200000,3.200000,0.400000,1.300000,1.600000,22.300000,0,5889
2021/09/03 06:00:00+00,2.600000,127.700000,29.600000,41.800000,112.900000,134.600000,,3.100000,84.700000,101.800000,82.800000,8.200000,20.600000,80.400000,6.900000,,0.900000,,2.900000,3.400000,7.300000,0.700000,33,4.200000,3,3,3.700000,2.600000,,14,0.200000,0.100000,2.200000,7,9.700000,1.700000,2.600000,4.300000,32,1.700000,5890
2021/09/03 07:00:00+00,7.100000,73.300000,35.500000,61.900000,75.400000,142.500000,,7.500000,83.700000,94.600000,90.300000,21.800000,66.900000,125.800000,9.100000,,2,,7.800000,7.900000,12.200000,3.900000,16.300000,8.600000,9.700000,9.300000,7.200000,11.600000,,15.600000,0.800000,1,6.100000,8.700000,28.700000,5.100000,11,10.500000,33.300000,6.700000,5891
2021/09/03 08:00:00+00,15.400000,65.800000,14.700000,62.500000,75.500000,127.700000,2.800000,13.900000,147.100000,85,90.100000,12.100000,39.500000,110.200000,7.500000,,7.500000,,5.400000,7.400000,4.900000,5.300000,8.800000,2.900000,6.500000,13.600000,10.300000,15,13.100000,18.400000,1.200000,2.900000,7.600000,4.500000,53.500000,9.200000,11.700000,12.500000,63.300000,12.300000,5892
2021/09/03 09:00:00+00,17.100000,62.400000,17.700000,64.900000,60.900000,108.100000,3.500000,7.700000,149.200000,81.600000,97.900000,6.200000,54.700000,73.200000,7.500000,,11.700000,,4.900000,9.400000,8.100000,5.900000,10.700000,2.100000,5.100000,17.600000,18.100000,12.200000,11,24.400000,1.200000,3.800000,10.900000,3,32.700000,10,6.800000,12.100000,50.600000,16.900000,5893
2021/09/03 10:00:00+00,6.500000,62.300000,12.400000,44.300000,72.500000,108.700000,2.500000,3.700000,187.200000,83,50.400000,3.600000,32.600000,71.500000,4.200000,,10.300000,,2.800000,7.100000,4.300000,3.900000,6.900000,1.700000,3.700000,12.600000,9.300000,7.900000,7.200000,11,0.800000,4.400000,10.400000,2.400000,23.200000,7.200000,5.900000,4.700000,54.400000,11.400000,5894
2021/09/03 11:00:00+00,3.300000,59.800000,4.300000,32.800000,51.500000,83.600000,2.100000,2,145.400000,69.700000,45.800000,1.900000,29.400000,44,3.100000,,4.400000,,2.400000,6.900000,1.900000,1.900000,4.100000,1.200000,1.200000,6.900000,1.800000,3.400000,2.500000,5.300000,0.700000,4.400000,6.500000,0.800000,14.100000,7.100000,3.500000,3.100000,49.200000,3.800000,5895
2021/09/03 12:00:00+00,2.100000,56.400000,1.600000,32.100000,65.600000,98,1.200000,1,134.600000,54.200000,43.700000,1.300000,30,49.700000,2.300000,,3.100000,,1.500000,3.900000,1.800000,0.500000,4.100000,1,0.800000,3.900000,2.600000,2.300000,1.200000,2.600000,0.500000,1.800000,2.500000,0.700000,11.300000,3.400000,2.100000,2.600000,39.900000,1.900000,5896
2021/09/03 13:00:00+00,1.500000,55.800000,3.900000,28.100000,65.800000,84.700000,0.800000,1,137.100000,42.200000,44.100000,1.100000,30.800000,36.500000,0.600000,,2.400000,,1.400000,2.200000,1.800000,0.200000,7.100000,0.800000,0.600000,2.200000,0.800000,2.200000,1.100000,1.900000,0.200000,0.800000,1.700000,1.500000,8.700000,2.900000,1.400000,0.400000,41.700000,1.100000,5897
2021/09/03 14:00:00+00,1.300000,54.200000,0,26.700000,89.100000,76.400000,0.700000,1.200000,88.200000,55.700000,46.400000,1.200000,38.800000,43.700000,0.500000,,1.700000,,0.900000,1.700000,1.200000,0,3.700000,1.100000,0.700000,2,0.300000,1.400000,0.200000,1.700000,0.300000,0.400000,1.500000,0.400000,12.600000,1.900000,1.900000,0.100000,33.100000,0.800000,5898
2021/09/03 15:00:00+00,0.900000,65.900000,2.200000,22.300000,111.100000,78.300000,0.800000,0.200000,111.400000,52.100000,47.100000,1.200000,16.300000,42.800000,0.500000,,1.500000,,0.900000,1.800000,0.900000,0.100000,6.300000,1.200000,1.700000,1.500000,0.100000,1,0.400000,1.500000,0.200000,0.800000,1.100000,0.200000,18.100000,1.900000,2.200000,0.100000,37,0.200000,5899
2021/09/03 16:00:00+00,1.100000,71.800000,4.900000,36,90.600000,70.500000,2.200000,0,91.600000,52.700000,68.900000,1,27.300000,50.500000,0.300000,,1.400000,,0.800000,1.500000,0.700000,0.100000,5.800000,1.100000,0.600000,0.700000,0,1,0,1.200000,0.200000,0.100000,0.700000,0.500000,14.600000,1.200000,1.800000,0.100000,46.200000,0.100000,5900
2021/09/03 17:00:00+00,0.600000,78.600000,0.400000,33.700000,86.400000,87,0.400000,0,92.500000,36.500000,56.700000,0.600000,34.100000,79.300000,0.700000,,1.400000,,1,1.200000,0.700000,0.100000,9.700000,0.700000,0.500000,0.900000,0,1,0.100000,1.100000,0.700000,0.100000,0.900000,0.200000,25.500000,1.100000,1.800000,0.800000,52.900000,0,5901
2021/09/03 18:00:00+00,0.500000,110.100000,0,29.400000,46.800000,118.700000,0.100000,0,64.800000,44,86.700000,0.500000,29.100000,63.400000,0.100000,,1.300000,,1.100000,1.400000,0.800000,0.200000,20.300000,0.600000,0.400000,1,0,0.900000,0,1,0.200000,0,0.600000,0.600000,8.600000,0.700000,1.300000,0.100000,27.700000,0,5902
2021/09/03 19:00:00+00,0.500000,70.900000,0.600000,34.700000,97.500000,167.800000,0,0,54.400000,50.500000,82.300000,0.500000,42.400000,84.700000,0.200000,,1.400000,,1.400000,0.300000,0.600000,0.400000,11.500000,0.600000,0.400000,0.900000,0,0.600000,0.200000,0.800000,0.400000,0,0.400000,0.600000,8.900000,0.400000,1.400000,0.100000,20.500000,0,5903
2021/09/03 20:00:00+00,0.300000,59,8.300000,30.500000,81.400000,148,0,0,85.400000,54.400000,123.500000,0.600000,36.200000,160,1.800000,,0.600000,,1.900000,0.800000,0.700000,0.100000,6.500000,0.700000,0.300000,0.600000,0,0.800000,0,1.400000,0.300000,0.100000,0.300000,0.400000,6.800000,0.300000,1.900000,0,34.200000,0,5904
2021/09/03 21:00:00+00,0.600000,21,11.600000,22.900000,52.100000,102.500000,0,0,67,44.300000,101,0.700000,24.800000,43.200000,2.100000,,0.800000,,0,0.700000,0.500000,4.100000,2.700000,0.700000,0.400000,0.600000,0,2.500000,0.400000,1.300000,0.300000,0.100000,0.100000,0.300000,7.900000,0.400000,1,0,22.400000,0,5905
2021/09/03 22:00:00+00,0.500000,32,21.400000,19.700000,53,47.200000,0,0,159,43.900000,73.700000,0.800000,41.100000,74.900000,2,,1.300000,,0.600000,0.300000,0.600000,3.500000,4,0.700000,0.200000,0.700000,0.200000,1.200000,0.300000,1.100000,0.200000,0.200000,0.100000,0.700000,17.300000,0.200000,0.700000,0.200000,10,0,5906
2021/09/03 23:00:00+00,0.800000,38.100000,16.200000,21,58.600000,46.400000,0,1.100000,140.400000,50.400000,62.100000,0.900000,46.900000,60.600000,,,1,,1,0.300000,1,12,2.300000,0.700000,0.400000,0.800000,3.400000,1.600000,0,3.600000,0.200000,0.200000,0.400000,0.200000,7.900000,0.700000,1.700000,0.100000,12.500000,0,5907
2021/09/04 00:00:00+00,0.700000,36.700000,19.700000,15.200000,28,58,0.100000,0.300000,63.300000,31.200000,50.500000,1,17.400000,30.400000,5.700000,,1.200000,,0.700000,0.300000,0.800000,4.700000,2,0.500000,0.700000,1.100000,1.900000,1.100000,0,4,0.200000,2,0.400000,0.500000,9.700000,0.500000,1,0.200000,8.400000,0.400000,5908
2021/09/04 01:00:00+00,0.600000,15.500000,3,14.700000,43.500000,24.300000,0,0,50.400000,18.500000,35.200000,1.100000,10.400000,23.500000,2.100000,,0.900000,,1,0.200000,0.600000,7.400000,1.900000,0.700000,0.600000,1,0.400000,1,0.300000,1.100000,0.400000,3.400000,0.200000,0.300000,4.800000,0.500000,0.800000,0.200000,6,0.600000,5909
2021/09/04 02:00:00+00,0.500000,14.700000,8,6.500000,48.100000,15,0.200000,0,48.700000,22.900000,24.900000,0.900000,8.200000,11,2.400000,,1.500000,,1.200000,0.300000,0.600000,6.100000,0.900000,0.700000,0.700000,0.800000,0.300000,2,0,1.200000,0.200000,0.600000,0.300000,0.400000,3.800000,0.200000,1.100000,1.400000,3.200000,0,5910
2021/09/04 03:00:00+00,0.600000,14.900000,6.500000,6.400000,54,23.600000,0.800000,0,95.400000,23.800000,26.800000,0.600000,10.300000,11.600000,4.900000,,0.900000,,1.600000,0.300000,0.600000,7.400000,1,0.700000,0.900000,0.600000,0.400000,1.400000,0,0.900000,0.400000,0.200000,0.300000,0.200000,4.500000,0.400000,1.400000,0.200000,3.700000,0.100000,5911
2021/09/04 04:00:00+00,0.600000,23.700000,1.600000,11.600000,82.300000,95.600000,0.800000,0.400000,91.400000,39.500000,44.500000,0.900000,10.500000,17.800000,5.600000,,1.300000,,2.600000,0.500000,0.700000,5.500000,1.200000,0.600000,1.200000,0.900000,0.500000,1,0,0.900000,0.600000,0.300000,0.600000,0.300000,5.900000,0.400000,1.200000,0.600000,9.400000,0.200000,5912
2021/09/04 05:00:00+00,1.400000,21.900000,3.200000,10.200000,77.200000,108.200000,2.100000,0,70.700000,58.600000,68.700000,1.700000,6.200000,21.300000,14.300000,,5.400000,,5.100000,1,0.800000,0.300000,1.500000,0.800000,1.700000,0.700000,0.600000,0.700000,0.400000,2.500000,0.500000,0.600000,0.600000,0.800000,3.400000,0.500000,1.600000,0.800000,14.600000,0.200000,5913
2021/09/04 06:00:00+00,1.300000,44.300000,7.100000,24.200000,109.600000,120.200000,1.100000,4.600000,58.400000,69.200000,52.100000,8.300000,19.900000,33.900000,4.800000,,1.600000,,2.700000,1.200000,1.400000,0.700000,2.100000,1,1.400000,1.900000,1.200000,2.400000,1.100000,5.200000,0.500000,0.700000,1,0.600000,9.300000,1.200000,2.600000,6.300000,28.700000,1.200000,5914
2021/09/04 07:00:00+00,9.400000,83.400000,,32.500000,113.200000,106.300000,2.200000,6.200000,93.500000,66.700000,67.700000,12.200000,26.100000,42,3.200000,,2.100000,,5.500000,2.300000,5.900000,0.500000,4.100000,1.400000,2.800000,8.200000,7.400000,9.900000,9.700000,13.800000,2.400000,0.900000,2.800000,1.300000,10.300000,2.100000,3.500000,18,23.200000,6.600000,5915
2021/09/04 08:00:00+00,17.700000,72,,42.600000,79.600000,59,7.800000,11.700000,101.200000,90.800000,67.500000,24,47.500000,105.100000,14.600000,,2.600000,,9.400000,7.300000,4.600000,0.700000,8.200000,1.500000,5.100000,12.700000,17.100000,11,10.200000,21.700000,0.800000,3.100000,7.500000,2.800000,43.500000,4.200000,8.400000,18.500000,47.800000,16.800000,5916
2021/09/04 09:00:00+00,14.700000,53.300000,,35.700000,79.600000,98.900000,7.900000,17.500000,87.900000,88.400000,62.900000,26.900000,40,79.200000,5.900000,,7.600000,,5.200000,17.200000,4.100000,3.100000,6.700000,2.100000,4.100000,18.500000,24.800000,14,11,27.800000,1.500000,3.900000,13.300000,6,41,9,7,12.700000,42.100000,24,5917
2021/09/04 10:00:00+00,18.700000,54,,40.800000,110.100000,116.700000,4.200000,11.900000,105.600000,81.600000,35.900000,19.200000,45.500000,43.400000,1.700000,,17.900000,,4.400000,9.800000,3.400000,1.100000,7.500000,1.700000,4,8.900000,16.200000,4.600000,5.300000,18.600000,1.200000,3.400000,6.400000,4.700000,20.500000,5.400000,3.600000,8.800000,32,15.400000,5918
2021/09/04 11:00:00+00,11.500000,50.900000,,40.400000,73.400000,81.300000,2.800000,4.400000,118.500000,72.200000,42.200000,6.100000,35.700000,36.400000,1.500000,,14.200000,,3.400000,4.300000,3.700000,1.800000,4.600000,1.200000,2,7.500000,9.300000,5.500000,5,10.300000,1.600000,1.300000,6.200000,3.200000,23.600000,4.500000,2.300000,1.300000,23.100000,9.800000,5919
2021/09/04 12:00:00+00,3.300000,63.500000,,26.100000,55.900000,65.900000,1.100000,3.900000,114.200000,65.600000,46.200000,2.700000,13.200000,27,1.100000,,5.300000,,1.700000,4.400000,3.500000,1.800000,2.500000,0.900000,0.600000,5.800000,2.500000,3.700000,1.900000,6.700000,1.500000,0.400000,6.800000,0.600000,17.400000,4.500000,2.100000,0.300000,19.200000,1.600000,5920
2021/09/04 13:00:00+00,1.800000,60.300000,,14.500000,91.900000,71.700000,1.900000,1.200000,104.100000,58.200000,42.800000,1.200000,21.100000,33.500000,0.700000,,2.300000,,1,4.400000,1.100000,0.700000,3.800000,0.800000,0.600000,3.100000,0.500000,1.400000,0,3,0.600000,0.300000,4.200000,1.100000,16.600000,2.100000,1.300000,0,29.400000,0.200000,5921
2021/09/04 14:00:00+00,1.100000,26.700000,,23.800000,106.300000,73.800000,1.400000,0.800000,103.400000,61.700000,44.200000,2,41,37.700000,0.400000,,1.200000,,0.900000,2.800000,0.900000,0.400000,4.800000,1.200000,0.500000,1.500000,0,1.600000,0.300000,1.800000,0.200000,0.100000,2.800000,0.300000,9.600000,0.200000,1.800000,0.700000,36.700000,0,5922
2021/09/04 15:00:00+00,0.800000,40,,24.500000,82,106.200000,1.400000,0,64.900000,62.700000,34.200000,1.800000,35.900000,46.800000,0.700000,,1.400000,,1,2.700000,0.900000,0.200000,3.700000,0.700000,1.300000,3,0.300000,1.300000,0.800000,1.700000,0.300000,0.400000,2.400000,0.200000,8.300000,0.400000,3,0.800000,36.600000,0.900000,5923
2021/09/04 16:00:00+00,2.200000,22,,,49.500000,82.800000,0.400000,0.700000,54.400000,44.700000,44.600000,1.700000,24.200000,31.700000,0.700000,,1.500000,,0.800000,2.700000,0.900000,0.200000,6.100000,0.800000,1.800000,2.200000,0.400000,2.600000,1.400000,2,0.400000,0.200000,2.300000,0.500000,30.100000,1.200000,3.100000,2.500000,26.900000,0.100000,5924
