,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2022/01/03 14:00:00+00,2.500000,52.700000,8,32.400000,73.500000,31.900000,7.200000,,55.600000,63.100000,42.600000,2.900000,13.200000,9.900000,3,,0.600000,11.500000,2.600000,2,0,0.700000,4.500000,2,2.500000,2.400000,0.800000,1.700000,0.900000,1.800000,0.700000,0.300000,2.300000,1.600000,10.900000,0.500000,1.500000,0.500000,20.700000,0,66
2022/01/03 15:00:00+00,2.100000,64.300000,12.500000,44.700000,91.200000,44.800000,6.700000,,68,69,55.300000,1.200000,21.500000,8.800000,3.500000,,0.300000,14.400000,2.900000,2.200000,0,0.500000,5.800000,1.900000,2.400000,2.500000,0.600000,2,0.900000,2.100000,0.500000,0.100000,2,1.700000,15.700000,0.300000,1.100000,0.700000,50.100000,0,67
2022/01/03 16:00:00+00,2.300000,57.500000,12.700000,49.100000,134.200000,59.400000,8.500000,3.400000,70,93.800000,54.400000,2.100000,26.800000,11.100000,3.100000,,0.100000,16.300000,2.900000,1.700000,0,0.500000,7.700000,3.900000,3,2.700000,0.500000,3.400000,1.400000,2.200000,0.400000,0.100000,2,3,24.800000,0.500000,2.500000,0.600000,49.500000,0,68
2022/01/03 17:00:00+00,2.200000,67.700000,14.400000,43.700000,124.600000,76,7.100000,2.600000,67.300000,86.700000,76.900000,1.400000,26.300000,8.900000,3.200000,,0.200000,11.400000,3.500000,2.300000,0,0.600000,8.200000,2.500000,2.900000,3.300000,0.600000,4.400000,1.200000,1.700000,0.200000,0,2.500000,1.400000,20.400000,0.500000,2.800000,0.500000,61.700000,0,69
2022/01/03 18:00:00+00,1.900000,58.500000,16,43.100000,78.900000,84.200000,5.200000,2.400000,72.700000,84.300000,50,0.600000,47.500000,12.600000,4.300000,,0,13.200000,3.200000,1.300000,0,0.400000,8.400000,2.200000,2.500000,3.800000,0.400000,4.100000,1,1.700000,0.500000,0,2,1.600000,24.900000,0.400000,2.100000,1.200000,45.700000,0,70
2022/01/03 19:00:00+00,1.300000,38.100000,6.500000,25.500000,60.200000,21.100000,3.200000,1.300000,59.900000,42.400000,26.500000,0.400000,24.500000,6.300000,1.900000,,0.200000,9.800000,2.700000,0.900000,0,0.300000,5.400000,2,2.200000,2,0.500000,2.800000,0.400000,1.700000,0.500000,0.200000,1.500000,1,21,0.300000,0.600000,0.300000,8.100000,0,71
2022/01/03 20:00:00+00,1.300000,30.900000,5.200000,19.300000,36.300000,21.100000,1.700000,0.900000,35,29.100000,28,0.400000,10,5.400000,1.400000,,0.100000,6.200000,1.900000,1.200000,0,0.200000,1.900000,1.600000,1.600000,2,0.300000,1.300000,0.200000,1.300000,0.400000,0,1,1.400000,14.200000,0.300000,0.600000,0,7.100000,0,72
2022/01/03 21:00:00+00,1.300000,24.200000,3.400000,16.500000,35.400000,20.900000,0.700000,1.200000,29.100000,29.600000,17.900000,0.300000,6.600000,5.900000,1,,0.300000,7.200000,1,0.600000,0,0,1.900000,1,1.500000,2,0.300000,1.400000,0.100000,1.300000,0.200000,0.100000,1,1.800000,24.300000,0.100000,0.700000,0,7.300000,0,73
2022/01/03 22:00:00+00,1,18.100000,3.100000,10.800000,25.700000,18.200000,1.200000,0.800000,22.800000,29.400000,20,0.500000,8.200000,4.700000,1,,0.200000,5.500000,0.900000,1.200000,0,0.100000,1.200000,1.100000,1.300000,1.800000,0.300000,0.800000,0.100000,1.400000,0.500000,0.100000,0.800000,0.700000,,0.200000,0.700000,0,8.200000,0,74
2022/01/03 23:00:00+00,1,13.500000,3,11,17.500000,16.900000,0.300000,1,19.200000,26.900000,22.800000,0.200000,9.800000,3.800000,0.800000,,0.200000,3,0.300000,1,0,0.100000,1.700000,0.700000,1.200000,1.500000,0.200000,1,0,1.300000,0.500000,0.100000,0.500000,0.900000,14,0.100000,0.500000,0,6.900000,0,75
2022/01/04 00:00:00+00,0.700000,10.800000,2.100000,8.200000,16,16.900000,0.100000,0,14.800000,31.100000,16.400000,0.300000,5,3.200000,0.500000,,0.200000,5.400000,0.700000,1.400000,0,0,2.800000,0.900000,1,1.800000,0.400000,0.500000,0,1,0.400000,0,0.500000,0.200000,7.500000,0.200000,0.600000,0,9.100000,0,76
2022/01/04 01:00:00+00,0.800000,8.500000,1.600000,6.100000,13.100000,15,0,0.300000,21.700000,16.500000,16.900000,0.100000,4.400000,2.900000,0.400000,,0.200000,5.300000,0.200000,1.200000,0,0,0.600000,0.600000,1,1.800000,0.100000,0.700000,0,1,0.200000,0,0.500000,0.600000,7.200000,0.100000,0.600000,0,7.600000,0,77
2022/01/04 02:00:00+00,0.800000,6.800000,1.900000,3.600000,17.900000,11.700000,0,0,38,6.100000,5.700000,0.400000,2.500000,4.100000,0.400000,,0.200000,2,0.700000,0.800000,0,0,0.900000,0.700000,1,2.100000,0.200000,0.400000,0.100000,1.600000,0.400000,0,0.300000,0.200000,2.700000,0.100000,0.600000,0,3,0,78
2022/01/04 03:00:00+00,0.500000,8.300000,0.900000,2.700000,24.800000,27.500000,0.400000,0,19.800000,7.300000,9.900000,0.200000,0.800000,4.800000,0.500000,,0.300000,0.700000,0.700000,0.900000,0,0,2.400000,0.800000,0.900000,1.600000,0.200000,0.600000,0.100000,0.700000,0.300000,0,0.300000,0.300000,1.300000,0.100000,0.600000,0,6.300000,0,79
2022/01/04 04:00:00+00,0.600000,11.400000,1,3.600000,28,31.500000,0,0.100000,43.600000,12.300000,10.400000,0.400000,1.100000,5.700000,0.400000,,0.200000,0.700000,0.500000,0.500000,0,0.100000,0.300000,0.600000,1,1.100000,0,1.200000,0,0.900000,0.400000,0.100000,0.300000,0.100000,0,0,0.500000,0,10.600000,0,80
2022/01/04 05:00:00+00,0.600000,14.300000,1.800000,5.500000,55,19.800000,0.900000,0,74.100000,39,24.200000,0.300000,0.800000,9.800000,1.100000,,0.200000,1.900000,0.600000,1.400000,0,0.100000,3.100000,1.100000,1.100000,1,0.100000,0.800000,0,1.700000,0.300000,0,0.300000,0.100000,0,0.100000,0.500000,0,6.600000,0,81
2022/01/04 06:00:00+00,0.600000,17.300000,5.400000,13.600000,83.500000,30.600000,0.100000,0,105.700000,44.600000,60.600000,0.200000,1.900000,38.100000,0.600000,,0.100000,5.100000,0.600000,1.400000,0,0,13.900000,1.700000,1.200000,1.500000,0.500000,1,0,3.900000,0.300000,0,0.300000,0.500000,1,0.200000,0.800000,0.400000,7,0,82
2022/01/04 07:00:00+00,0.700000,20.100000,10.400000,40.900000,127.800000,25.300000,3.200000,0.800000,225.700000,73.500000,86.800000,0.200000,10.300000,76.500000,0.300000,,0.100000,12.400000,0.700000,1.700000,0,0.400000,9.600000,1.100000,1.400000,2,2.200000,1.800000,0,6.500000,0.300000,1.100000,0.700000,2.300000,5,0.700000,1,0.700000,27.600000,0.500000,83
2022/01/04 08:00:00+00,1.100000,21,12.300000,58.400000,208.300000,11.200000,4.600000,4.400000,200.600000,125,72,0.400000,20.900000,78.300000,1.100000,,0.100000,23.400000,2.100000,2.600000,0,1.700000,16.100000,3.200000,5.100000,2.200000,6.500000,6.300000,0.600000,6.600000,0.300000,0.100000,1.200000,8.700000,11.500000,2.200000,1.600000,3.900000,24.600000,0.300000,84
2022/01/04 09:00:00+00,2.500000,30.600000,10.500000,47.700000,150.700000,7.600000,3.200000,2.700000,156.600000,176.300000,71.800000,1.600000,91,64.100000,2.500000,,0.300000,27.100000,5.200000,3,0,3.100000,8,2.900000,6.900000,4.300000,3.900000,6.900000,0.700000,6.100000,0.400000,0,2.800000,6.900000,27.700000,2.100000,4.300000,11.900000,28,0.900000,85
2022/01/04 10:00:00+00,3,55.600000,27.100000,72.800000,165.300000,39.200000,13.800000,4.100000,192,198.700000,64.400000,2.100000,70.300000,54.500000,11.100000,,0.300000,,6.900000,3.200000,0.100000,1.900000,9.700000,4.900000,5.700000,5.200000,1.900000,6.100000,1.500000,5.500000,0.600000,0.100000,4.100000,7,33.300000,1.300000,5.600000,5.600000,36.100000,1,86
2022/01/04 11:00:00+00,4.500000,67.600000,39.800000,,159.900000,85.700000,11.700000,4,188.700000,198.100000,68.200000,5.500000,89.600000,23.100000,12.400000,,0.800000,,3.900000,3.100000,2.100000,7.300000,10,5,6.200000,5.100000,2.200000,6.400000,3.500000,4,0.500000,0.200000,5.100000,13.900000,45.900000,1.100000,6.200000,5.300000,45.200000,0.900000,87
2022/01/04 12:00:00+00,2.800000,72.300000,23.500000,48.300000,148.600000,65.300000,6.600000,3.700000,120.700000,172.500000,72.400000,4.400000,35.300000,22.100000,10.600000,,0.600000,23.300000,4.500000,2.900000,1.800000,5.800000,6.300000,4,4.600000,4.500000,1.800000,4.300000,2.500000,3.700000,0.600000,0.300000,3.800000,9.400000,25.800000,1,4.700000,4.400000,20.700000,0.400000,88
2022/01/04 13:00:00+00,2.500000,64.100000,15.700000,40.700000,112.800000,43.300000,8,3.100000,98.200000,160.200000,37.900000,2.300000,,14.300000,7.700000,,0.600000,17.100000,2.300000,2.600000,0.200000,1.900000,5.200000,2.200000,3.700000,4.100000,1.300000,3,2.300000,3.600000,0.400000,0.500000,3.100000,3.400000,29,0.900000,3.300000,3.500000,18.500000,0.300000,89
2022/01/04 14:00:00+00,2.400000,80.900000,14.900000,40,126.300000,44.600000,6,3.300000,100.800000,143,53.800000,2.800000,25.400000,,5.100000,,0.500000,19.600000,2.500000,2.700000,0.400000,2.100000,6.300000,3.100000,3.400000,4,1.500000,2.700000,1.700000,3.200000,0.600000,2.300000,2.800000,2.800000,31.500000,1,2.400000,2.500000,18.700000,0.400000,90
2022/01/04 15:00:00+00,2.400000,73.400000,17.200000,41.800000,124.100000,29.900000,5.800000,2.300000,100.500000,106.200000,54.200000,1.400000,37.800000,,5,,0.600000,19.500000,2.700000,2.800000,0.100000,1.200000,5.400000,3.800000,3.600000,3.300000,0.900000,3.900000,1.100000,2.600000,0.500000,0.200000,2.600000,2.200000,44.900000,0.700000,1.900000,1.600000,12,0.100000,91
2022/01/04 16:00:00+00,1.800000,72.900000,20,41,150.400000,35.500000,6.500000,2,152.400000,140.200000,38.500000,0.900000,36.700000,,4.800000,,0.300000,21.600000,2.600000,1.700000,0,0.800000,4.500000,5.800000,5.700000,3.300000,0.800000,2.500000,1.200000,2.500000,0.300000,0.100000,2.200000,3.300000,48,0.800000,1.200000,3.400000,11.800000,0,92
2022/01/04 17:00:00+00,1.400000,81.100000,20,34.100000,137.400000,30.600000,3.400000,1.300000,107.200000,115.700000,32.400000,0.600000,25.500000,13.400000,5.500000,,0.100000,14.700000,4.500000,1.500000,0,0.700000,3.800000,4.700000,3.900000,3.100000,1.300000,2.800000,0.900000,2.600000,0.300000,0,3.400000,1.800000,42.100000,2.500000,1.100000,2.700000,9,0,93
2022/01/04 18:00:00+00,1.600000,63,6.100000,25.800000,81.700000,8.900000,5.200000,1.300000,83.600000,97.900000,32.500000,0.200000,24.500000,12,2.100000,,0.200000,15.300000,3.100000,1,0,0.700000,2.500000,5.300000,2.700000,2.800000,0.800000,2.100000,0.500000,1.900000,0.300000,0.100000,2.100000,1.400000,31.900000,1.300000,0.800000,1.500000,4.900000,0,94
2022/01/04 19:00:00+00,1.500000,31.600000,6.200000,22.500000,56.100000,7.500000,1.400000,1.400000,88,83.100000,21.200000,0.300000,24.700000,9.200000,2,,0.200000,13.700000,2.300000,1.600000,0,0.300000,1.900000,2.800000,2,3.500000,1.200000,2.100000,0.100000,1.900000,0.400000,0.100000,2,1.300000,25.100000,1.100000,0.600000,1.300000,5.100000,0,95
2022/01/04 20:00:00+00,1.200000,34.700000,4.600000,24.500000,31.300000,3.800000,0.900000,0.800000,61.300000,83,21,0.200000,8.300000,13.200000,1.400000,,0.100000,11.500000,1.700000,1.300000,0,0.300000,1,2.400000,1.800000,3,1.400000,3.300000,0.500000,3.300000,0.500000,0.100000,2,1.800000,13.300000,1.300000,0.700000,1.300000,7,0.100000,96
2022/01/04 21:00:00+00,0.800000,16.100000,3.200000,11,20.500000,1.300000,0.500000,0.600000,23.400000,52.700000,17.700000,0.300000,3.900000,8.800000,0.800000,,0.300000,8.400000,1.100000,,0,0.200000,0.300000,1.300000,1.300000,1.900000,1.200000,2.300000,0.400000,3.200000,0.700000,1,1,0.700000,4,0.400000,0.700000,0.200000,5.400000,0.700000,97
2022/01/04 22:00:00+00,0.800000,6.900000,2.200000,10,20.800000,2.600000,0,0,10.200000,28.800000,30,0.200000,3.600000,10.900000,0.300000,,0.100000,7.200000,1.300000,,0,0.400000,0.600000,0.800000,1.300000,1.500000,1.100000,1.600000,0,2.400000,0.400000,3.200000,0.500000,0.300000,1.600000,0.200000,0.700000,0,7,0,98
2022/01/04 23:00:00+00,0.600000,5.100000,1.700000,16,11,1.400000,0.200000,0,6.800000,25.600000,28.300000,0.400000,2.700000,9.500000,0.300000,,0.300000,6.800000,0.500000,0.900000,0,0.200000,0.500000,0.800000,1.100000,2.100000,0.800000,1.400000,0,1.800000,0.500000,3.400000,0.500000,0.200000,2.200000,0.100000,0.700000,0,10.300000,0,99
2022/01/05 00:00:00+00,0.800000,6.600000,1.400000,8.300000,13.900000,1,0,0.100000,6.600000,38.400000,21.800000,0.200000,3.100000,9.400000,0.600000,,0.100000,7.500000,0.400000,1.600000,0,0.100000,0.500000,0.800000,1,1.700000,0.300000,1.500000,0,1.700000,0.400000,2.900000,0.400000,0.600000,3.700000,0.100000,0.900000,0,4.400000,0.700000,100
2022/01/05 01:00:00+00,0.400000,7.600000,1.100000,4.600000,18.300000,1,0.200000,0,4.200000,27.500000,13.800000,0.100000,1.300000,5.600000,0.900000,,0.100000,6.100000,0.400000,0.500000,0,0,0.200000,0.700000,1,1.700000,0.200000,1.200000,0.100000,1.700000,0.400000,3.100000,0.500000,0.300000,1.100000,0.100000,1.100000,0,3.700000,0.700000,101
2022/01/05 02:00:00+00,0.700000,9.900000,1.100000,2.900000,26.400000,1.200000,0,0.100000,4.600000,35.200000,9.500000,0.300000,1.500000,5.100000,0.600000,,0.100000,4,0.600000,1.200000,0,0.200000,0,1,1.100000,2.600000,0.800000,1,0,1.700000,0.400000,0.400000,0.600000,0.100000,3.200000,0.100000,0.600000,0,3.300000,0.200000,102
2022/01/05 03:00:00+00,0.800000,9.100000,1.900000,4.400000,42.500000,1.200000,2.100000,0.400000,6.200000,46,7.200000,0.200000,1.400000,5.300000,0.500000,,0.100000,3.700000,0.800000,1.500000,0,0.100000,0.200000,1.300000,1.500000,3.400000,0.100000,0.900000,0,1.800000,0.400000,0.100000,0.500000,0.500000,3.900000,0.200000,0.600000,0,2.900000,0,103
2022/01/05 04:00:00+00,0.900000,12.300000,3.800000,3.700000,77,4.200000,5.900000,0.500000,20.400000,87,9.200000,0.400000,1.700000,4.800000,1.500000,,0,4.200000,0.700000,1.200000,0,0.100000,0.600000,1.400000,1.500000,3.600000,0.100000,0.900000,0,1.800000,0.300000,0.100000,0.500000,0.700000,7.200000,0.200000,0.600000,0.200000,4.200000,0,104
2022/01/05 05:00:00+00,0.900000,20.300000,2.700000,6.900000,181.300000,12.800000,9.200000,0.300000,84.800000,156.700000,12.400000,0.200000,2.800000,7.400000,7.600000,,0.100000,8.100000,1.200000,1.300000,0,0.900000,0.800000,1.900000,2.200000,4,0.200000,1.700000,0,2.300000,0.500000,0,1.200000,2,6.800000,0.500000,0.700000,3.300000,7.300000,0,105
2022/01/05 06:00:00+00,1.400000,29.700000,9.400000,21.400000,202.600000,6.100000,20.500000,2.900000,187.700000,206.400000,23.800000,0.500000,4.300000,24.100000,23.200000,,0.100000,15.500000,1.600000,1.300000,0,11.300000,2.700000,4.400000,4.100000,5.100000,1,3.500000,0.500000,3.500000,0.500000,0,1.600000,4.600000,16.900000,3.800000,2.700000,4,20.400000,0.300000,106
2022/01/05 07:00:00+00,2.200000,44,17.900000,47.800000,150.900000,13.400000,29.200000,7.600000,208.400000,264.800000,38.700000,2.400000,37.900000,37.100000,45.400000,,0.300000,25.600000,5.600000,3.200000,2.900000,17.800000,17.900000,6.500000,6,7.600000,4.800000,6,1.300000,6,0.400000,0,4.700000,12,27.800000,8.300000,3.700000,3.800000,25,0.400000,107
2022/01/05 08:00:00+00,4,58.700000,33.300000,61.600000,157.100000,18.600000,38.700000,6.200000,208,218.300000,43.700000,2.800000,69.100000,36.400000,12.100000,,0.200000,47,10.100000,3.500000,3.400000,24.500000,23.700000,9.700000,8.700000,12.600000,7.500000,9.700000,2.600000,6.200000,0.600000,0,5.500000,23.300000,37.900000,6.300000,4.600000,11.700000,10.900000,1.200000,108
2022/01/05 09:00:00+00,5.700000,69,21.500000,76,123.100000,21.600000,22.800000,8.900000,159.700000,189.900000,37.900000,5.700000,121.200000,24.800000,17,,0.300000,51.200000,16.400000,4.300000,3.500000,18.900000,20.300000,7.700000,9.200000,10.800000,9.300000,7.600000,5.200000,6.400000,0.700000,0.200000,9.100000,20.700000,47.800000,7.800000,10.500000,10.700000,15.400000,3,109
2022/01/05 10:00:00+00,7.600000,59.200000,21.500000,66,100.200000,21.200000,17.800000,8.600000,168,182.600000,42.600000,6.500000,62.100000,32.100000,12.700000,,1.500000,35,8.600000,5.900000,5.100000,13.400000,7.200000,6.800000,7,8.700000,10.300000,9.900000,8.100000,8.600000,0.900000,0.700000,10.300000,9.600000,65.900000,5.100000,10.800000,7.300000,19.300000,4.200000,110
2022/01/05 11:00:00+00,6.800000,38.400000,21.600000,51.300000,83.900000,12.700000,5.800000,5.700000,123.100000,187.300000,61.400000,5,41.900000,31.700000,11.500000,,2,24.400000,7.900000,6.100000,3.900000,10.300000,4.500000,5.800000,6.100000,6.400000,6.100000,11.100000,6.700000,8.200000,0.900000,0.500000,9.300000,10.500000,61.700000,,8.300000,6.300000,14.100000,3.400000,111
2022/01/05 12:00:00+00,6,43.500000,19.400000,49.900000,88.200000,8.100000,6.100000,7.400000,118.500000,154.900000,44,5.100000,24.800000,40.200000,8,,1.700000,25.600000,7,5.600000,2.500000,7.100000,4.300000,6.600000,6.300000,7.100000,5.100000,8,4.200000,8.800000,0.800000,0.500000,7.100000,8.300000,36.800000,2.600000,6.700000,5,19.600000,2.700000,112
2022/01/05 13:00:00+00,4.800000,43.100000,10.400000,39.900000,76.800000,5.800000,5.100000,4.600000,94.300000,132.600000,46.400000,4.100000,26.800000,29,4.200000,,1.600000,,5.100000,4.300000,1.100000,4.400000,3.200000,4.500000,4.100000,5.700000,3.700000,8.300000,2.300000,8.200000,0.800000,0.900000,4,6,28.400000,2.100000,6.100000,3.400000,17.500000,2.600000,113
2022/01/05 14:00:00+00,3,32.300000,15.700000,37.200000,85.500000,3.800000,3.500000,3.200000,104.900000,134.900000,37.700000,2.200000,14.100000,29.600000,2.600000,,1.300000,21.100000,3.800000,3.300000,0.100000,2.700000,5.600000,4.600000,3.900000,5.100000,2.800000,7.900000,1.600000,5.900000,0.800000,1.700000,5.100000,4.200000,28,1.600000,4,2.500000,17.400000,2.700000,114
2022/01/05 15:00:00+00,2.100000,23.100000,13.800000,28.800000,97.800000,4.700000,5.200000,2.700000,100.900000,111.300000,35.800000,2.300000,24.100000,30.100000,2.200000,,1.200000,20.700000,4.600000,2.600000,0,2.100000,9.100000,4.300000,3.900000,3.700000,2.700000,6.900000,1.200000,6.100000,0.500000,2.700000,4.500000,11.600000,23.600000,1.700000,3.900000,2.300000,17.400000,3.200000,115
2022/01/05 16:00:00+00,1.900000,40.400000,10.100000,30.400000,134.900000,5,6,2.400000,153.700000,124.800000,59.600000,1.500000,32.300000,31.400000,2,,0.700000,34.100000,5.500000,2.800000,0,1.700000,7.300000,3.800000,3.900000,3.100000,3.300000,7.700000,0.200000,6.600000,0.500000,3.700000,4.900000,6.500000,25.300000,3.100000,2.700000,2.900000,14.900000,1.700000,116
2022/01/05 17:00:00+00,2.800000,66.800000,27.600000,36.100000,338.700000,10.300000,6.200000,2.200000,227.200000,131.900000,64.500000,0.700000,28.400000,33.700000,2.200000,,0.300000,26.100000,14.400000,2.900000,0.100000,3.900000,8.400000,4.100000,5.700000,4.900000,5.500000,8.600000,0.200000,7.800000,1.100000,0.300000,5,7.900000,29.500000,6.700000,2.300000,6.600000,20.500000,0.300000,117
2022/01/05 18:00:00+00,2,76.700000,8.600000,45.800000,311,8.400000,7.300000,3.500000,211.400000,101.300000,66.500000,1.700000,23.300000,27,2.600000,,0.300000,27,29.500000,3.300000,3.700000,6.300000,41.300000,13.200000,15.600000,4.100000,6.700000,8.300000,0,8.100000,1.600000,0.200000,5.300000,37.100000,14.500000,5.800000,3.300000,12.300000,25.700000,1.500000,118
2022/01/05 19:00:00+00,2,55.900000,12.200000,51.200000,224,11.900000,18.900000,4,204,123.900000,80.300000,0.900000,25,38.600000,2.700000,,0.400000,29.100000,54.200000,5.200000,2.300000,5.300000,126.300000,24.900000,35.200000,4.500000,10.800000,7.300000,0.700000,9.800000,1.300000,1.600000,4.800000,44.600000,13.400000,7.800000,5.500000,7.300000,25.600000,3.400000,119
2022/01/05 20:00:00+00,1.500000,47.500000,6.400000,30.800000,152,3.900000,19.300000,3.400000,172.900000,167.300000,60.500000,2.100000,24.600000,22.100000,4.400000,,0.200000,20.400000,58,6.500000,15.900000,3.900000,109.400000,21.400000,40.400000,4.700000,7.300000,6.200000,0.100000,7.300000,0.800000,6.800000,6.300000,43.600000,9.800000,4.600000,8.100000,12.800000,21.900000,2.500000,120
2022/01/05 21:00:00+00,1.400000,46.100000,8.900000,22.700000,84.600000,4.300000,32,4.500000,158.700000,167.300000,50.700000,2.700000,12.600000,21.600000,4.600000,,0.200000,20.900000,26.900000,8,12.800000,3.500000,87.900000,15.600000,23.900000,3.300000,5.200000,4.600000,0.400000,6.300000,1.400000,11.200000,11.600000,47.900000,8.700000,6,7.600000,11.100000,16.100000,1.100000,121
2022/01/05 22:00:00+00,1.500000,23.700000,5,25.900000,46.800000,10.900000,20.900000,1.400000,98.400000,129.800000,37.500000,4.500000,5.800000,16.800000,3.400000,,0.200000,17.200000,19.800000,10.200000,1.900000,3.300000,103.800000,9.100000,14.800000,2.600000,3.900000,3.700000,0.100000,5.800000,0.500000,4.200000,12.700000,35.500000,5.500000,4.500000,6.400000,5,14.600000,0.500000,122
2022/01/05 23:00:00+00,1.500000,18.800000,6.400000,16.900000,29.500000,7.200000,10.700000,1.600000,117.900000,100.900000,53.500000,1.800000,5.500000,18.700000,3.400000,,0.100000,12.500000,13,10.900000,0,6,64.700000,4.900000,9.700000,2.600000,3.300000,3.200000,0.100000,6.700000,0.700000,6.200000,11.800000,33.200000,8.800000,4.600000,8.500000,4.100000,11.800000,0.200000,123
2022/01/06 00:00:00+00,1.400000,23.700000,3.900000,19.800000,13.400000,4.200000,8.100000,3.800000,98.100000,102,42.500000,2.500000,3.500000,10.600000,9,,0.100000,11.600000,3.500000,7.700000,0,4.200000,59.100000,3.700000,6.100000,3.200000,2.300000,5.500000,0,7.400000,0.300000,8.500000,3,5.400000,10.200000,1.100000,11.200000,1.800000,14.400000,0.300000,124
2022/01/06 01:00:00+00,1.700000,13.800000,4.300000,11.200000,25.500000,8.700000,8.500000,2.300000,86.900000,80.100000,40.800000,4.300000,2.600000,16.600000,14.600000,,0.100000,12.500000,2.600000,8.800000,0,2.900000,39.600000,4.200000,6,5.200000,1.500000,3.300000,0,5.500000,0.400000,7.700000,2.300000,3.900000,6,0.400000,4.900000,0.800000,11.700000,0.200000,125
2022/01/06 02:00:00+00,1.800000,18.700000,5.200000,12.100000,49.400000,15.600000,9.600000,2,79.500000,75,19.500000,3.400000,1.600000,11.300000,32.200000,,0.100000,8.800000,3.700000,4.300000,1.100000,8.300000,17.400000,1.900000,5.800000,6.900000,1.200000,2.800000,0.300000,4.500000,0.200000,13.500000,2.100000,16,5.100000,0.400000,4.800000,0.200000,14.100000,0.100000,126
