,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2023/01/03 15:00:00+00,2.300000,38.500000,15,43.600000,112.600000,84.700000,5.400000,3.800000,32.200000,33.700000,51.900000,2.400000,30.900000,6.500000,4.200000,2.700000,0.200000,13.500000,2.400000,2.700000,0.300000,1.300000,2.900000,2.700000,2.400000,3.800000,1.600000,7,2.300000,2.500000,0.100000,0,3.300000,2.400000,19.500000,,3.200000,1.400000,66.400000,0.800000,67
2023/01/03 16:00:00+00,1.700000,44.600000,9.400000,35.900000,134.600000,95.400000,5.800000,,29.600000,44.500000,55.600000,2.700000,25.900000,8.900000,3.400000,1.300000,0.300000,19.800000,3.800000,2,0,0.900000,4.500000,3.500000,2.300000,3.100000,1.400000,4.400000,1.800000,1.900000,0.100000,0,3.800000,1.900000,13.700000,,4.400000,1,69.200000,0.900000,68
2023/01/03 17:00:00+00,1.700000,57.300000,16.200000,42.900000,130.400000,116.300000,7.100000,3.300000,33.500000,47.400000,41.800000,1.200000,24.900000,15.100000,2.800000,1.400000,0.400000,16.200000,2.400000,1.500000,0.200000,0.300000,3.700000,2.100000,2.500000,2.400000,1.600000,4,1.200000,1.500000,0,0.100000,3.800000,0.700000,34.500000,,4.700000,0.700000,74.500000,0.500000,69
2023/01/03 18:00:00+00,2,42.200000,11.500000,46,97.500000,106.400000,4,2.600000,31.500000,37,38.400000,0.700000,19.600000,15.200000,2.500000,2.700000,0.400000,12.300000,2.600000,1.500000,0,0.200000,3,2.100000,2.100000,3.300000,1.200000,3.100000,1.200000,1.600000,0,0,3.700000,0.700000,31.200000,,4.100000,0.500000,68.800000,1,70
2023/01/03 19:00:00+00,2.200000,33.300000,3.800000,40.300000,66,76.100000,3.600000,2.100000,30.100000,30.300000,52.300000,0.400000,17.200000,7.800000,2,1.500000,0.700000,7.400000,2.200000,1.500000,0,0.200000,4.200000,1.700000,2.400000,2.600000,0.800000,3.900000,2,1.700000,0,0.100000,3.500000,0.800000,27,,4.800000,0.500000,55.600000,0.800000,71
2023/01/03 20:00:00+00,1.700000,15.300000,2.700000,33.200000,48.400000,58.400000,3.100000,2.300000,23.400000,29,49.200000,0,17.500000,5.800000,1.800000,,0.300000,4.800000,2.300000,0.900000,0,0.300000,2.700000,1.200000,1.600000,2.400000,0.600000,3.500000,1.400000,2.200000,0,0,2.100000,0.500000,11.400000,,2.300000,0.500000,65.600000,0.500000,72
2023/01/03 21:00:00+00,1.600000,10.100000,2.200000,23.600000,31.800000,65.100000,2,1.500000,14.300000,22.200000,29.600000,0,20.500000,6.800000,1.200000,2,0.400000,3.700000,1.800000,0.500000,0,0.300000,1.800000,0.700000,1.200000,1.800000,0.500000,3.400000,0.900000,1.300000,0,0.100000,1,0.500000,12.600000,,1.100000,0.300000,29.800000,0.400000,73
2023/01/03 22:00:00+00,1,5.500000,2,17.700000,19.800000,47.400000,1.600000,1.300000,11.200000,15.600000,16.200000,0,8.200000,3.600000,1.100000,0.700000,1.600000,2.100000,1.200000,0.600000,0,0.200000,1.500000,0.600000,1.200000,1.200000,0.200000,2.300000,0.400000,1.100000,0,0,0.600000,0.500000,4.800000,,0.900000,0.200000,23.900000,0.500000,74
2023/01/03 23:00:00+00,0.800000,5.800000,2,11.700000,13.100000,26.900000,0.800000,0.700000,7.800000,5.500000,14.100000,0,5.700000,1.600000,0.800000,1.400000,0.800000,2.800000,1,0.200000,0,0.100000,1.200000,0.700000,0.900000,0.900000,0.200000,1.200000,0.800000,0.800000,0,0.100000,0.500000,0.400000,4.600000,,0.500000,0.100000,11.400000,0.300000,75
2023/01/04 00:00:00+00,0.800000,5.100000,0.600000,7.100000,7.700000,17.400000,0.800000,0.400000,5.300000,3.300000,8.900000,0,6.400000,0.700000,0.600000,0,0.700000,2.100000,0.800000,0.300000,0,0.100000,1,0.600000,0.900000,1.400000,0,2,0.700000,0.700000,0,0,0.300000,0.300000,5.200000,,0.600000,0,10.400000,0.200000,76
2023/01/04 01:00:00+00,0.700000,2.700000,0.600000,3.400000,12.300000,12.500000,0.100000,0.200000,4.200000,3.900000,6.400000,0,3.400000,0.700000,0.300000,0,0.500000,1.200000,0.700000,0.400000,0,0.100000,0.900000,0.900000,0.700000,1.500000,0.100000,1.400000,0.200000,0.600000,0,0.100000,0.200000,0.500000,2.400000,,0.500000,0.100000,6.500000,0.300000,77
2023/01/04 02:00:00+00,0.700000,2.900000,0.200000,3,8.600000,10.100000,0,0.500000,2.900000,2.700000,1.800000,0,5.200000,0.700000,0.200000,0,0.300000,1.200000,0.900000,0.400000,0,0.100000,0.900000,0.600000,0.700000,1.400000,0,1,0.500000,0.900000,0,0,0.400000,0.700000,1.700000,,0.600000,0.100000,3.600000,0.200000,78
2023/01/04 03:00:00+00,0.700000,5.500000,0.300000,1.900000,15.200000,8.300000,0.100000,0.800000,2.700000,4.400000,1.700000,0,4.200000,0.400000,0.300000,0,0.300000,1.300000,0.700000,0.300000,0,0.100000,0.900000,0.500000,0.700000,1.100000,0,0.700000,0.600000,0.900000,0,0.100000,0.200000,0.700000,0.900000,,0.400000,0,2.600000,0.300000,79
2023/01/04 04:00:00+00,0.800000,4.200000,0.400000,1.900000,24,13.500000,1.300000,0.400000,8.100000,5.500000,12.200000,0,4.500000,0.400000,0.500000,0.300000,0.500000,1.400000,0.900000,2.900000,0,0.100000,0.900000,0.800000,0.600000,1.400000,0,0.800000,0.700000,0.900000,0,0,0.200000,0.600000,1,,0.400000,0.100000,3.300000,0.300000,80
2023/01/04 05:00:00+00,0.700000,12.100000,20.500000,5.700000,52.500000,31.100000,2.900000,0.800000,19.400000,11.800000,24.600000,0,7.300000,1.100000,0.400000,0,0.400000,1,0.900000,1.500000,0,0.100000,2.500000,0.800000,1,1.400000,0,1.300000,0.800000,0.900000,0,0.100000,0.200000,0.500000,3.700000,,0.700000,0.100000,8.700000,0.400000,81
2023/01/04 06:00:00+00,1,24.100000,24.600000,13.700000,67.600000,44.700000,2,1.500000,43.400000,25.700000,45,0,8.400000,2.400000,1.100000,0.900000,0.200000,5.400000,1.300000,1.300000,0,0.300000,2.300000,1.800000,1.100000,2.200000,0.100000,1.700000,0.800000,1.100000,0,0.100000,0.500000,0.900000,9.300000,,0.600000,0.300000,15.400000,0.500000,82
2023/01/04 07:00:00+00,2,46.100000,7.200000,28.700000,79.800000,40.200000,3,2.900000,45.200000,31.600000,50.900000,0,19.800000,3.100000,2.100000,2.400000,0.400000,8.600000,1.700000,1.200000,0,0.400000,3.100000,2.300000,1.600000,2.400000,1.100000,2.200000,1.400000,1.600000,0,0,0.900000,3.100000,16.100000,,1,1.100000,21.100000,0.500000,83
2023/01/04 08:00:00+00,1.900000,44.100000,17.100000,41,93,37.800000,3.500000,3.200000,53.600000,35.400000,52.900000,0.100000,30.700000,5.300000,2.600000,4,0.200000,16,2.700000,1.400000,0,0.800000,3.900000,3.100000,1.800000,2.500000,,2.100000,2.200000,1.800000,0,0,0.900000,1.700000,15.800000,,1.200000,,25.600000,1,84
2023/01/04 09:00:00+00,2.500000,37.400000,12,48.300000,82.600000,44,4.700000,3,60.200000,32.800000,51.200000,0.500000,21.200000,7.500000,2.800000,,0.700000,14.800000,1.700000,1.800000,0,0.500000,2.300000,2.100000,2,3.100000,1,2.300000,2.200000,1.600000,0.100000,0,1.400000,2,17.400000,,1.400000,,27.900000,1.300000,85
2023/01/04 10:00:00+00,3,31,10.400000,37.500000,68.100000,43.600000,3.500000,4.100000,45.900000,28.500000,50.400000,1.200000,24.600000,6.100000,3.200000,,0.100000,17.500000,2.200000,1.500000,0,0.600000,3.400000,2.100000,2.200000,3.100000,1.400000,2.600000,1.800000,1.800000,0.100000,0.200000,1.500000,1.300000,17.600000,0,1.600000,1.200000,34.900000,1,86
2023/01/04 11:00:00+00,2.400000,34,8,43,65.800000,37.400000,3.100000,4.300000,45.600000,33.400000,37.800000,1.100000,26.400000,5,2.900000,3.600000,0.200000,12,2,1.700000,0,0.700000,3.300000,2,2.600000,2.300000,1.500000,2.300000,2.100000,1.800000,0.100000,0,1.700000,1.800000,20.800000,0,1.600000,1.100000,22.300000,0.700000,87
2023/01/04 12:00:00+00,2.300000,35.600000,5.800000,40.100000,61.900000,25.800000,3.900000,3.400000,32.800000,24.400000,28.500000,0.500000,25.800000,6.300000,4.100000,0.800000,0.300000,15,2.300000,1.600000,0,0.800000,3.200000,3,3,2.500000,,2.400000,1.500000,1.700000,0.100000,0.100000,1.600000,2.600000,12.600000,0,1.200000,1.400000,25.400000,1.300000,88
2023/01/04 13:00:00+00,2.900000,23.500000,10.400000,34.300000,66.700000,29.400000,4,4.600000,33.500000,26.900000,30.500000,0.200000,20.400000,6.100000,2.700000,1.300000,0.800000,11.700000,2.300000,1.700000,0,1,4.100000,2.600000,2.300000,2.500000,,2.800000,1.900000,2,0.100000,0.200000,2.500000,3.700000,13.100000,,1.600000,1.700000,18.900000,1,89
2023/01/04 14:00:00+00,2.200000,29.700000,13.200000,42.300000,69,37,5,4.800000,40.600000,24.500000,33.400000,0.100000,25.100000,5.900000,2.900000,0.500000,1.600000,20.600000,2.500000,1.800000,0.300000,1.100000,2.800000,2.500000,2.200000,3.200000,1.200000,2.800000,2.300000,1.800000,0,0.200000,3.300000,2.200000,14.700000,,1.600000,1.200000,13.400000,0.800000,90
2023/01/04 15:00:00+00,2.700000,31.200000,13.700000,50.600000,80.300000,38.400000,3.500000,4,45.600000,22.700000,37.800000,0.400000,25.100000,5.500000,3.600000,0.100000,0.800000,18.800000,3,1.900000,0.300000,0.800000,3.500000,3.100000,2.400000,3,1.900000,2.600000,2.400000,2.100000,0.100000,0.100000,2.300000,1.700000,22.600000,0,1.500000,,23.500000,0.900000,91
2023/01/04 16:00:00+00,1.900000,41.400000,11.500000,50,94.800000,44.800000,3.400000,3.700000,46,22.500000,30.800000,0.400000,,8.800000,3.400000,0.200000,0.100000,21.800000,2.600000,1.300000,0.100000,0.900000,3.900000,2.500000,2.500000,2.200000,2,2.300000,2.400000,2,0.100000,0.100000,1.100000,3.700000,35.400000,0,2.100000,,12.600000,0.600000,92
2023/01/04 17:00:00+00,1.500000,45.400000,16.300000,40.700000,98.200000,25.900000,2.800000,3.500000,45.700000,28.700000,35.900000,0,22.100000,11.300000,4.500000,0.200000,0.400000,17.700000,2.800000,0.700000,0,0.700000,6.800000,3.100000,2.700000,2.200000,1.900000,1.700000,1.100000,1.600000,0.100000,0.100000,0.600000,2.800000,26.200000,0,1.900000,,14.900000,0.500000,93
2023/01/04 18:00:00+00,1.300000,50.800000,13.800000,39.600000,71.500000,32.500000,3.200000,3.300000,27.900000,17,35.900000,0,26.700000,8.200000,4.300000,0,0,14.500000,3.200000,0.800000,0,0.800000,5.900000,3.200000,2.800000,1.900000,0.600000,2.200000,1.700000,1.600000,0,0,0.900000,1.700000,20.500000,0,1.700000,,25.800000,0.300000,94
2023/01/04 19:00:00+00,1.500000,34.600000,7.800000,31.600000,58.600000,23.500000,2.600000,2.500000,29.300000,10.600000,27.200000,0,16.200000,4.400000,2.700000,0.200000,0.100000,13.800000,1.800000,0.300000,0,0.600000,9.100000,2.600000,2.300000,2.400000,0.500000,1.800000,1.400000,1.500000,0.100000,0,0.800000,1.400000,18.300000,0,1.300000,,13,0.400000,95
2023/01/04 20:00:00+00,1.200000,20.900000,6.100000,26.800000,42.300000,12.200000,1.600000,1.100000,27.500000,14.200000,24.200000,0,16.600000,5.300000,1.900000,0,0.400000,8.700000,1.200000,0.400000,0,0.300000,2.700000,1.300000,1.700000,1.900000,0.500000,1.200000,0.700000,1.300000,0.100000,0.200000,0.600000,0.900000,18.200000,0,0.800000,,7.100000,0.400000,96
2023/01/04 21:00:00+00,1.200000,17.400000,2.400000,18.700000,27.600000,10.600000,0.900000,0.700000,17.800000,14.900000,12.400000,0,17.800000,4.400000,1,0,0.100000,5.800000,1.300000,0.400000,0,0.200000,2.200000,1.100000,1.400000,1.600000,0.400000,0.900000,1,1.400000,0,0.200000,0.400000,1,15.800000,0,0.900000,,5.300000,0.300000,97
2023/01/04 22:00:00+00,0.900000,11.400000,2.800000,14.700000,21.700000,11.800000,0.700000,0.700000,12.800000,12.100000,12.700000,0,12,3,0.800000,0,0,6.800000,1,0.300000,0,0.100000,1.500000,0.700000,1.100000,1.700000,0.500000,1.600000,0.700000,1.100000,0,0.100000,0.300000,0.700000,16,0,0.600000,,4.500000,0.500000,98
2023/01/04 23:00:00+00,0.800000,9.100000,2.800000,23,15,9.900000,0.100000,0.800000,11.800000,9.700000,8.900000,0,13.500000,4.700000,0.600000,0,0.200000,7,1,0.100000,0,0.100000,1.200000,0.700000,0.900000,1.500000,0.500000,0.700000,0.400000,1.200000,0.100000,0.100000,0.200000,0.500000,14.600000,0,0.500000,,2.600000,0.200000,99
2023/01/05 00:00:00+00,0.600000,7.700000,0.700000,12.200000,9.500000,4.400000,0.100000,0.300000,10,15.300000,7.400000,0,8.800000,2.800000,0.600000,0,0.200000,6.900000,0.800000,0.100000,0,0.100000,1.300000,0.500000,0.600000,1.400000,0.100000,1.100000,0.600000,0.900000,0.100000,0.100000,0.200000,0.300000,9.700000,0,0.400000,,1.900000,0.300000,100
2023/01/05 01:00:00+00,0.600000,9.800000,0.500000,6.100000,12.500000,3.400000,0.300000,0.300000,7.300000,13.700000,3.200000,0,5.800000,2.500000,0.400000,0,0,4.700000,0.800000,0.100000,0,0.100000,1,0.600000,0.600000,1.700000,0,0.900000,0.300000,0.900000,0,0.100000,0.600000,0,10.300000,0,0.800000,,1.400000,0.200000,101
2023/01/05 02:00:00+00,0.600000,4.100000,0.700000,3.900000,29.600000,5,0,0.100000,5.400000,13.200000,2.600000,0,5.600000,2.900000,0.400000,0,0,3.700000,0.700000,0.200000,0,0.100000,0.900000,0.700000,0.600000,1.300000,0,1,0.500000,0.800000,0,0.100000,0.500000,0.200000,4.300000,0,0.500000,,1.800000,0.500000,102
2023/01/05 03:00:00+00,0.500000,6,1,4.400000,37.100000,9.100000,0.100000,0.100000,11.400000,15.700000,1.700000,0,7.400000,1.600000,0.500000,0,0.300000,4.100000,0.600000,0.100000,0,0.100000,0.800000,0.500000,0.700000,1.500000,0,0.900000,0.600000,1,0,0,0.400000,0.300000,4.500000,0,0.500000,,1.500000,0.300000,103
2023/01/05 04:00:00+00,0.500000,7.300000,0.500000,2.700000,97.200000,6.100000,0.800000,0.900000,16.500000,16.800000,5.700000,0,5.800000,4.200000,0.300000,0,0.100000,3.400000,0.800000,0.100000,0,0.100000,1,0.600000,0.800000,1.400000,0,0.900000,0.200000,0.900000,0,0,0.300000,0.300000,3.800000,0,0.500000,,1.500000,0.200000,104
2023/01/05 05:00:00+00,0.500000,18.600000,10.800000,6.100000,162.200000,5.700000,1,0.400000,50.200000,37.500000,9,0,4,3.200000,0.300000,0.500000,0,5.700000,0.900000,0.300000,0,0.100000,6.300000,1.100000,0.900000,1.700000,0,1.100000,0.900000,1,0,0.100000,0.300000,0.200000,6.500000,0,0.400000,,2.200000,0.200000,105
2023/01/05 06:00:00+00,1,29.400000,3.500000,21.600000,186.800000,14.700000,5.400000,0.700000,109.300000,66,8.800000,0,17.100000,11,0.800000,0.800000,0,7.700000,1,0.300000,0,0.200000,11.400000,2.900000,1.500000,2.600000,0.100000,1.200000,0.600000,1.800000,0,0.100000,0.900000,0.400000,13.600000,0.200000,0.600000,,2.800000,0.300000,106
2023/01/05 07:00:00+00,1.100000,46,12.100000,34.500000,190,13.600000,3.100000,2.400000,99.300000,60.600000,25.100000,0.100000,47.700000,16.600000,2.800000,1.300000,1.200000,17.800000,2,0.300000,0,0.300000,16.300000,10.100000,3,2.600000,1.700000,3.500000,1,1.800000,0,0,1.200000,5,40.300000,1.100000,1.100000,,8.400000,1,107
2023/01/05 08:00:00+00,1.700000,59.700000,13.500000,45.300000,181.700000,16.200000,5.600000,1.400000,75.800000,44,37.200000,0.100000,50.900000,35.900000,5.300000,,0.700000,30.100000,7.900000,0.600000,0,1.100000,17.300000,20.300000,7.500000,3.300000,4.300000,4.200000,0.600000,3,0,0.100000,2,8.600000,49.800000,2.300000,1.100000,,11.800000,0.800000,108
2023/01/05 09:00:00+00,4.400000,41.200000,33,85.600000,130.800000,71.300000,7.500000,4.300000,131.200000,66.500000,53.400000,1.800000,102.300000,29.400000,27.300000,,0.700000,46.200000,4.100000,1.600000,0,3.700000,15.700000,6.600000,6.700000,4.700000,3.900000,7.900000,7.600000,3,0,0.200000,4.700000,4.300000,50.800000,1.400000,4.300000,7.200000,16.500000,1.500000,109
2023/01/05 10:00:00+00,4.500000,43.700000,25.800000,71.600000,116.700000,45.500000,7.700000,4.300000,117.100000,40.300000,28.200000,1.400000,85.600000,23.900000,14.600000,3.900000,0.600000,29.700000,4.200000,2.300000,1.500000,3.700000,10.300000,3.100000,4.500000,3.400000,5.800000,5.600000,3.900000,3.100000,0,0.200000,5.600000,4.100000,45.400000,0.100000,4.900000,5.400000,17,1.600000,110
2023/01/05 11:00:00+00,4.100000,37.500000,19,,106,27.100000,7.500000,3.400000,130.900000,35.200000,29.100000,1.200000,54.500000,14.800000,6.200000,1.700000,1.100000,27.200000,3,1.600000,0.900000,3.400000,4.400000,4.500000,3.400000,3.200000,5.500000,3.200000,2.800000,3,0.100000,0.100000,5.500000,,45.600000,0,2.700000,4.500000,11.400000,1.600000,111
2023/01/05 12:00:00+00,3.900000,43.100000,7.700000,62.800000,95.600000,21.900000,6.200000,3.500000,113.400000,36.400000,35.600000,1.500000,40,21.600000,4,0.400000,1.300000,27.700000,3.700000,1.900000,0.600000,2.200000,4.400000,3.600000,2.700000,3.400000,4.100000,4.600000,2,3.400000,0.100000,0.100000,3.200000,3.600000,33.600000,0.100000,2,4,13.800000,3,112
2023/01/05 13:00:00+00,2.600000,40.400000,18.600000,62.500000,126,37.200000,6.700000,6.500000,93,42.500000,31.100000,0.800000,36.200000,11.200000,4.600000,1.200000,0.900000,30.200000,2.900000,1.400000,0.200000,2.200000,5.800000,2.900000,2.700000,2.400000,2.900000,7.300000,2.400000,2.400000,0.100000,0.200000,3.600000,3.900000,30.200000,0.100000,1.700000,4,11.400000,0.800000,113
2023/01/05 14:00:00+00,2.200000,50.800000,39.700000,53.800000,114.800000,43.300000,5.100000,2.100000,105.700000,35.900000,,0.900000,41.600000,27.600000,5.900000,1.800000,0.700000,30.200000,3.400000,1.100000,0.100000,2.300000,3.400000,3.700000,3.800000,2.900000,2.500000,4.800000,2.800000,2.100000,0.100000,0.200000,2.800000,,29.700000,0.200000,2.200000,4.300000,16,1.200000,114
2023/01/05 15:00:00+00,2.800000,29.200000,21,63,128.600000,51,4.100000,2.500000,86.200000,40.500000,,0.800000,70.200000,,6.600000,0.600000,0.400000,30.300000,2.500000,1.200000,0,1.700000,3.700000,2.500000,2.700000,2.600000,8.200000,3.700000,2.900000,2.200000,0,0.100000,2.100000,2.900000,52.100000,0.100000,2.100000,3.700000,13.500000,0.800000,115
2023/01/05 16:00:00+00,1.700000,40.200000,20.200000,40.100000,89.500000,40.600000,3.400000,2.100000,82.800000,37.200000,,0.100000,41.200000,,3.900000,0.700000,0.500000,29.700000,2.300000,1,0,1.800000,4.800000,4.700000,3.700000,2.100000,4.600000,2.400000,1.800000,1.800000,0,0,4,2.400000,42.700000,0.800000,2.600000,3.300000,7.500000,0.800000,116
2023/01/05 17:00:00+00,1.100000,83.100000,19.800000,39.300000,141.400000,26,3.500000,1.700000,82.500000,37.300000,27.900000,0,39.200000,,6.200000,1.800000,0.700000,17.200000,2.800000,0.900000,0,1.100000,9,6.500000,3.200000,1.900000,2,1.400000,1.100000,1.200000,0,0,1.800000,3.200000,38.800000,1.100000,1.100000,3.900000,4,0.600000,117
2023/01/05 18:00:00+00,1.400000,81.800000,27.200000,43.900000,97.900000,16.500000,6.700000,2.700000,83.600000,43.100000,30.900000,0,40.400000,18.900000,3.700000,0.600000,0.200000,21.800000,3.900000,0.500000,0,0.700000,9.800000,7.700000,4.200000,3.400000,1,3.400000,0.600000,1.200000,0,0,2.400000,1.200000,44.900000,0.100000,0.900000,2.600000,16.300000,0.400000,118
2023/01/05 19:00:00+00,1.400000,60.400000,15,48.500000,118.500000,37.200000,4.300000,3,47.600000,21.100000,47.400000,0,27.600000,13.200000,2.100000,,0.400000,19.100000,2,0.700000,0,0.600000,7.300000,3.100000,2.500000,2.700000,0.600000,1.300000,0.800000,1.400000,0,0.100000,0.800000,1.600000,29.600000,0,0.900000,2.300000,22.100000,0.300000,119
2023/01/05 20:00:00+00,1.300000,38.800000,6.100000,40.800000,90.400000,23.200000,2.300000,1,40.100000,15.800000,37.800000,0,33,12.500000,2.300000,0.800000,0.300000,12.600000,1.500000,0.600000,0,0.500000,4,3.500000,2,2.300000,0.500000,1,0.900000,1.600000,0,0.100000,0.500000,2,20.700000,0,0.600000,1.300000,15.800000,0.200000,120
2023/01/05 21:00:00+00,1.100000,41.500000,4.100000,36.200000,65.700000,36.300000,1.500000,0.700000,25.500000,13.800000,31.300000,0,16.200000,11.400000,1.300000,0.200000,0.400000,10.700000,1.300000,0.300000,0,0.400000,2.200000,1.700000,1.500000,1.700000,0.200000,1.100000,1,1.400000,0,0,0.500000,1,30.100000,0,0.500000,0.400000,7.400000,0.500000,121
2023/01/05 22:00:00+00,1.100000,17.900000,6.400000,27.800000,50.200000,40.800000,1.900000,0.400000,14.400000,10.500000,36.600000,0,21.600000,3.900000,1.200000,0,0.300000,7.300000,0.900000,0.500000,0,0.200000,1.200000,0.800000,1.300000,1.700000,0.900000,1,1.200000,1.400000,0,0.100000,0.500000,0.900000,15.200000,0,0.600000,0.500000,13.900000,0.400000,122
2023/01/05 23:00:00+00,1.100000,16.300000,3.800000,24.800000,31.500000,26.900000,0.700000,0.900000,7.800000,7.900000,36.500000,0,13.200000,4.200000,1,0.100000,0.300000,5.800000,1,0.500000,0,0.200000,1.200000,0.800000,1.100000,1.900000,0,1.200000,0.600000,1,0,0,0.300000,0.900000,10.500000,0,0.700000,0.200000,16.400000,0.100000,123
2023/01/06 00:00:00+00,0.700000,14.700000,1.500000,17.700000,15.900000,19,0.200000,1,3.700000,6.100000,22.200000,0,14.300000,2.800000,0.700000,0,0.100000,4.400000,0.800000,0.300000,0,0.100000,1,0.600000,0.800000,1.500000,0,1.300000,0.800000,1.100000,0,0,0.400000,0.800000,10.100000,0,0.500000,0.100000,9.600000,0.300000,124
2023/01/06 01:00:00+00,0.800000,7.100000,1.400000,9.800000,15.400000,19.300000,0.200000,0.600000,1.100000,9,13.900000,0,7,2.400000,0.500000,0,0,4.500000,1.800000,0.500000,0,0,1,0.500000,0.700000,1.600000,0,0.800000,0.500000,0.600000,0,0,0.500000,0.700000,8.700000,0,0.700000,0.200000,6.200000,0.300000,125
2023/01/06 02:00:00+00,0.600000,5.800000,1.300000,7.800000,23.900000,17.900000,0.100000,0.700000,0.500000,3.300000,8.400000,0,10,1.800000,0.300000,0.200000,0.800000,2.500000,0.900000,0.400000,0,0,1,0.700000,0.700000,1.400000,0,0.500000,0.500000,0.700000,0,0,0.200000,0.700000,6.900000,0,0.400000,0,4.800000,0.300000,126
2023/01/06 03:00:00+00,0.700000,3.900000,0.500000,4.800000,22.500000,27.300000,0,0.100000,0.800000,5.900000,5.500000,0,5.800000,1.700000,0.300000,0.300000,0.700000,1,0.900000,0.300000,0,0,1,0.700000,0.800000,1.400000,0,1,0.400000,0.800000,0,0.200000,0.400000,0.800000,2.900000,0,0.300000,0,8.500000,0.200000,127
2023/01/06 04:00:00+00,0.700000,6.400000,0.700000,3.200000,51.200000,28.300000,0.900000,0.700000,5.200000,9.900000,13.700000,0,5.400000,1.900000,0.500000,0,0.600000,1.400000,0.600000,2,0,0.100000,1,0.600000,0.700000,1.200000,0,1,0.600000,0.900000,0,0.100000,0.300000,0.400000,3.600000,0,0.500000,0.100000,6.600000,0.200000,128
2023/01/06 05:00:00+00,0.900000,11.400000,1.400000,7.200000,74.300000,62.100000,1,0.900000,29.100000,12.900000,58.400000,0,12.600000,3.700000,0.700000,0,0,2.100000,1,1.800000,0,0.100000,1.700000,1,1,1.400000,0,1.100000,0.100000,0.800000,0,0.100000,0.400000,0.300000,6.200000,0,0.600000,0.300000,19.500000,0.200000,129
