,PA15L:NO,ARG:NO,OPERA:NO,RN20:NO,BP_EST:NO,AUB:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,IVRY:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,RN6:NO,AUT:NO,SOULT:NO,OBJECTID
,Paris stade Lenglen,ARGENTEUIL,Place de l'Opéra,RN20 Montlhéry,Boulevard Périphérique Est,AUBERVILLIERS,Autoroute A1 - Saint-Denis,Place Victor Basch,BOBIGNY,Rue Bonaparte,Quai des Célestins,CHAMPIGNY-SUR-MARNE,LA DEFENSE,Tour Eiffel 3ème étage,Avenue des Champs Elysées,EVRY,GENNEVILLIERS,GONESSE,IVRY-SUR-SEINE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS 7ème,PARIS 12ème,PARIS 13ème,PARIS 18ème,Zone rurale Sud-Est - Forêt de Fontainebleau,Zone rurale Sud-Ouest - Forêt de Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route nationale 2 - PANTIN,Route Nationale 6 - MELUN,Boulevard Péripherique Auteuil,Boulevard Soult,0
,PA15L,ARG,OPERA,RN20,BP_EST,AUB,A1,BASCH,BOB,BONAP,CELES,CHAMP,DEF,EIFF3,ELYS,EVRY,GEN,GON,IVRY,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,AUT,SOULT,1
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,2
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2018/02/23 05:00:00+00,0,1,15,,,2,70,38,1,16,41,1,2,0,4,0,2,1,3,3,2,1,1,5,0,,0,,0,0,1,1,8,1,3,2,51,69,154,8,1281
2018/02/23 06:00:00+00,4,3,55,,,5,158,87,4,40,92,4,8,0,6,0,5,2,5,3,7,2,1,10,7,,0,,0,0,2,3,28,3,5,5,149,112,285,12,1282
2018/02/23 07:00:00+00,9,2,94,,,8,174,132,10,66,182,5,27,1,13,1,7,4,14,4,14,2,4,21,,,3,,0,0,3,5,36,5,11,6,152,154,317,34,1283
2018/02/23 08:00:00+00,14,13,118,,,14,168,138,10,98,208,7,29,4,20,3,10,8,14,5,10,2,6,25,,,7,,0,1,5,6,63,9,14,8,128,172,306,31,1284
2018/02/23 09:00:00+00,13,7,126,,,14,146,124,9,132,170,6,40,9,29,4,12,20,14,5,10,2,10,22,,,12,,0,4,6,6,69,13,11,,97,56,320,22,1285
2018/02/23 10:00:00+00,10,5,99,,190,5,139,111,7,117,142,5,27,7,14,3,10,7,13,5,9,2,12,19,,,7,,0,5,8,5,59,12,8,6,87,41,282,17,1286
2018/02/23 11:00:00+00,8,4,91,,212,5,104,107,6,78,130,4,21,6,13,2,9,6,13,5,7,2,7,16,,7,6,,0,4,9,6,48,10,7,5,85,49,289,16,1287
2018/02/23 12:00:00+00,9,4,82,,173,5,112,107,5,52,91,5,19,5,12,3,8,4,11,5,7,2,,13,,6,6,,0,4,7,4,39,9,6,5,72,54,250,12,1288
2018/02/23 13:00:00+00,6,3,84,,152,5,111,71,4,40,110,3,15,6,10,2,8,4,9,3,6,1,4,9,,6,5,,0,4,5,4,35,7,5,5,53,24,258,12,1289
2018/02/23 14:00:00+00,5,5,66,,153,4,93,73,4,49,92,3,12,5,9,2,6,13,9,3,8,2,5,8,,5,3,,0,3,5,5,48,6,5,4,68,48,256,10,1290
2018/02/23 15:00:00+00,4,3,74,,160,2,95,81,3,56,72,3,14,3,8,2,6,4,8,3,7,1,3,8,4,4,2,,0,2,5,3,52,6,4,4,59,40,227,10,1291
2018/02/23 16:00:00+00,4,3,69,,140,3,113,83,3,66,80,2,19,2,7,1,5,3,6,4,9,1,3,8,5,3,1,,0,1,3,3,56,4,4,3,75,42,220,10,1292
2018/02/23 17:00:00+00,2,2,93,,141,2,126,88,3,80,94,1,19,2,6,1,4,2,5,3,9,1,5,6,2,2,1,,0,0,2,3,41,3,5,3,94,61,203,8,1293
2018/02/23 18:00:00+00,2,2,121,,180,2,119,104,4,104,102,1,16,1,5,0,4,4,6,3,13,1,4,7,3,3,0,,0,0,2,4,34,2,6,4,92,87,195,17,1294
2018/02/23 19:00:00+00,2,3,102,,210,3,100,93,8,63,103,5,14,1,6,0,5,3,10,4,12,1,3,6,3,5,1,,0,0,3,4,46,4,10,5,99,173,191,19,1295
2018/02/23 20:00:00+00,3,2,80,,217,4,96,94,4,62,75,9,8,0,5,1,6,2,9,5,13,1,2,9,1,5,1,,0,0,2,2,31,6,6,6,72,98,206,15,1296
2018/02/23 21:00:00+00,2,2,68,,191,4,96,68,2,44,65,2,6,0,5,0,5,2,6,3,5,0,5,8,2,4,0,,0,0,2,2,23,2,5,4,60,26,189,13,1297
2018/02/23 22:00:00+00,1,2,60,,151,7,86,57,3,38,59,1,7,1,5,0,3,2,4,4,4,1,5,7,3,3,1,,0,0,1,2,38,1,2,1,62,15,191,6,1298
2018/02/23 23:00:00+00,1,0,44,,111,1,82,50,1,37,57,3,4,1,3,0,3,3,2,3,3,1,2,7,1,2,0,,0,0,2,2,36,0,2,2,52,21,180,4,1299
2018/02/24 00:00:00+00,0,0,44,,90,0,62,44,1,63,42,2,4,1,3,0,2,2,2,1,1,0,2,5,1,1,0,,0,0,1,1,29,0,2,1,40,8,148,3,1300
2018/02/24 01:00:00+00,0,0,28,,63,0,37,41,0,36,34,1,3,1,3,0,1,2,2,2,1,0,3,4,0,2,0,,0,0,0,1,25,0,2,0,32,5,125,2,1301
2018/02/24 02:00:00+00,0,0,30,,61,0,32,36,0,40,20,1,3,0,2,0,1,1,2,1,1,1,3,3,0,2,0,,0,0,0,1,17,0,1,0,25,3,103,3,1302
2018/02/24 03:00:00+00,0,0,23,,58,0,47,26,0,58,16,1,3,0,2,0,1,1,1,1,0,0,3,3,0,2,0,,0,0,0,1,14,0,1,0,19,6,80,3,1303
2018/02/24 04:00:00+00,0,3,16,,73,1,49,28,0,33,14,0,2,0,3,0,1,2,1,1,1,0,3,4,0,3,0,,0,0,0,1,11,1,0,0,29,5,96,3,1304
2018/02/24 05:00:00+00,0,0,20,,98,1,67,37,0,41,27,0,3,0,3,0,2,2,2,1,1,0,3,4,0,2,0,,0,0,0,1,12,0,0,1,44,15,138,3,1305
2018/02/24 06:00:00+00,1,4,27,,118,2,84,51,1,20,43,2,8,0,4,0,3,2,2,1,1,1,5,6,1,3,0,,0,0,1,2,15,1,1,3,67,52,169,4,1306
2018/02/24 07:00:00+00,1,1,35,,152,4,93,56,2,33,69,1,11,0,9,0,3,2,3,2,2,2,2,8,5,3,0,,0,0,1,2,23,2,2,2,63,52,191,5,1307
2018/02/24 08:00:00+00,4,1,43,,156,7,91,65,4,51,57,2,14,3,10,1,4,7,4,4,4,1,4,11,8,6,2,,0,0,2,3,28,4,6,2,55,42,200,8,1308
2018/02/24 09:00:00+00,8,3,49,,123,6,76,67,4,71,72,3,14,4,9,2,6,4,7,4,5,2,6,13,7,6,5,,0,2,4,6,34,9,5,3,46,25,225,9,1309
2018/02/24 10:00:00+00,6,4,36,,113,4,68,67,4,91,70,3,13,4,8,2,7,5,6,5,7,2,6,11,4,5,4,,1,2,4,4,39,8,4,4,48,60,211,8,1310
2018/02/24 11:00:00+00,5,4,52,,148,4,91,65,4,40,50,4,10,4,9,2,7,6,9,4,9,2,6,9,5,6,4,,1,2,4,3,33,6,4,6,52,56,205,11,1311
2018/02/24 12:00:00+00,6,4,51,,111,4,86,64,4,59,55,3,10,5,9,2,8,4,8,4,7,2,6,9,5,7,4,,1,2,5,3,38,6,5,5,53,53,201,9,1312
2018/02/24 13:00:00+00,5,3,54,,111,3,64,62,4,40,60,3,10,4,7,1,6,4,7,4,5,2,4,8,5,5,4,,1,3,3,2,33,5,4,4,50,52,185,9,1313
2018/02/24 14:00:00+00,4,2,61,,123,3,76,58,3,36,48,1,8,3,7,1,4,3,6,3,6,1,4,7,4,4,2,,0,2,3,4,40,4,4,3,59,43,158,7,1314
2018/02/24 15:00:00+00,3,1,49,,136,3,76,65,2,46,63,2,8,3,6,1,5,3,5,3,4,1,3,6,3,4,2,,0,1,3,3,34,3,4,3,82,58,165,7,1315
2018/02/24 16:00:00+00,2,1,50,,120,2,72,63,2,56,59,1,12,2,6,1,3,3,5,2,4,1,3,6,2,3,1,,0,1,3,2,45,2,2,2,78,35,181,7,1316
2018/02/24 17:00:00+00,1,2,66,,133,1,69,74,1,68,67,0,6,1,4,0,3,2,4,2,4,1,3,5,1,2,1,,0,0,2,2,72,1,4,1,64,55,195,6,1317
2018/02/24 18:00:00+00,1,0,71,,148,1,77,73,1,38,78,0,4,0,5,0,3,2,3,2,6,1,4,4,1,2,0,,0,0,1,5,86,1,2,0,78,22,201,5,1318
2018/02/24 19:00:00+00,1,2,80,,152,1,97,83,2,63,94,0,5,0,4,0,5,3,4,2,8,1,2,7,2,2,0,,0,0,2,7,90,1,5,0,126,24,217,7,1319
2018/02/24 20:00:00+00,1,1,83,,165,1,91,93,2,84,98,1,4,0,6,0,4,3,5,5,10,0,4,8,3,3,0,,0,0,1,3,74,2,3,1,96,,200,7,1320
2018/02/24 21:00:00+00,0,1,64,,121,1,82,71,2,31,60,2,5,0,4,0,3,3,4,4,19,1,3,7,2,2,0,,0,0,1,2,55,1,2,1,67,,194,5,1321
2018/02/24 22:00:00+00,0,0,40,,92,1,62,53,0,30,57,0,3,0,3,0,2,2,3,3,16,0,3,5,1,1,0,,0,0,0,2,36,0,2,0,45,,173,4,1322
2018/02/24 23:00:00+00,0,0,37,,84,1,49,50,0,27,49,0,2,0,3,0,1,2,2,3,2,1,2,4,0,1,0,,0,0,1,2,33,0,2,1,37,,171,3,1323
2018/02/25 00:00:00+00,0,0,36,,96,0,50,46,1,38,54,0,4,1,3,0,1,2,2,1,1,0,3,3,0,2,0,,0,0,0,1,28,0,1,0,36,,154,3,1324
2018/02/25 01:00:00+00,0,0,40,,76,1,45,35,0,26,39,0,2,0,3,0,1,2,2,1,1,1,2,3,0,2,0,,0,0,0,1,30,0,1,1,28,,125,3,1325
2018/02/25 02:00:00+00,0,0,31,,41,0,37,33,0,32,31,0,2,0,7,0,1,2,1,2,1,1,1,3,0,2,0,,0,0,0,1,23,0,1,0,24,,87,3,1326
2018/02/25 03:00:00+00,0,0,25,,34,1,23,30,0,26,17,0,1,0,3,0,1,,2,2,,0,1,,0,2,0,,0,0,0,1,14,0,1,0,20,2,51,2,1327
2018/02/25 04:00:00+00,0,0,18,,45,1,29,26,0,26,13,0,1,0,2,0,1,2,2,3,1,0,1,,0,1,0,,0,0,0,1,15,0,1,0,23,3,60,2,1328
2018/02/25 05:00:00+00,0,0,15,,53,0,42,28,0,15,16,0,1,0,2,0,1,2,1,2,1,1,1,,0,2,0,,0,0,0,2,10,0,1,0,24,4,67,2,1329
2018/02/25 06:00:00+00,0,0,12,,69,1,40,23,0,5,21,0,2,0,3,0,1,2,2,1,1,0,2,,1,2,0,,0,0,0,1,10,0,2,1,35,6,78,2,1330
2018/02/25 07:00:00+00,0,0,12,,56,0,45,30,0,12,23,0,8,0,3,0,2,2,2,3,1,0,1,,1,2,0,,0,0,0,,8,1,1,1,34,6,87,3,1331
2018/02/25 08:00:00+00,1,0,13,,52,2,42,29,1,12,22,0,8,1,4,0,2,4,2,2,1,1,2,,1,3,1,,0,0,1,2,13,2,1,2,35,11,110,3,1332
2018/02/25 09:00:00+00,3,1,29,,62,1,46,32,2,32,24,2,9,1,4,0,3,4,4,2,3,1,,,2,4,1,,0,1,2,2,13,3,2,2,31,13,126,4,1333
2018/02/25 10:00:00+00,4,2,27,,76,2,44,40,2,23,36,2,6,2,5,1,5,4,5,3,5,1,3,,3,4,2,,0,1,3,3,17,4,2,3,33,24,143,6,1334
2018/02/25 11:00:00+00,4,2,35,,83,2,55,47,2,24,41,2,6,3,5,1,5,5,4,3,4,1,,,3,5,2,,0,1,4,2,26,3,3,3,39,18,151,6,1335
2018/02/25 12:00:00+00,4,2,49,,94,3,64,,2,29,49,2,8,3,7,1,5,4,5,4,5,3,4,,3,5,3,,0,1,4,3,30,4,3,3,62,17,165,7,1336
2018/02/25 13:00:00+00,3,3,37,,75,2,55,52,2,21,46,1,9,3,6,1,5,3,5,2,4,1,2,,3,4,3,,0,1,3,2,22,3,4,3,83,16,156,6,1337
2018/02/25 14:00:00+00,3,3,37,,109,3,58,59,3,28,44,1,6,2,5,0,4,4,5,2,3,1,2,,3,4,2,,0,1,2,3,29,2,3,2,73,14,161,6,1338
2018/02/25 15:00:00+00,3,2,48,,109,1,61,53,2,36,43,1,9,2,5,1,2,3,,2,4,1,2,,3,3,2,,0,1,2,2,32,3,2,2,68,14,181,7,1339
2018/02/25 16:00:00+00,2,1,50,,94,2,72,62,2,36,81,1,7,2,4,1,3,2,4,2,3,1,2,,2,3,1,,0,0,1,1,30,2,3,1,62,19,159,7,1340
2018/02/25 17:00:00+00,2,1,52,,105,1,81,70,1,46,70,1,6,1,4,0,2,2,3,2,4,1,1,,2,2,1,,0,0,1,3,45,1,3,1,65,17,158,7,1341
2018/02/25 18:00:00+00,1,1,60,,155,2,123,76,1,53,111,0,4,0,4,0,3,2,3,2,6,0,2,,1,2,0,,0,0,1,4,65,2,4,1,133,20,195,8,1342
2018/02/25 19:00:00+00,1,1,63,,234,5,100,88,8,64,92,1,5,0,5,0,4,2,4,5,5,1,2,,4,4,0,,0,0,2,5,37,3,7,3,132,21,184,15,1343
2018/02/25 20:00:00+00,1,0,47,,144,3,62,77,3,33,55,3,3,0,4,0,3,2,6,4,6,1,3,,5,4,1,,0,0,1,2,20,0,4,3,68,11,180,10,1344
2018/02/25 21:00:00+00,1,0,29,,73,1,54,43,1,15,36,1,2,1,3,1,2,2,2,3,3,1,2,,1,3,0,,0,0,1,1,12,0,2,1,42,9,149,4,1345
2018/02/25 22:00:00+00,0,1,30,,97,1,54,39,1,15,25,0,5,0,3,0,2,2,2,3,2,1,1,,1,2,0,,0,0,0,2,21,0,1,1,36,20,149,6,1346
2018/02/25 23:00:00+00,0,0,26,,109,1,62,39,1,21,29,0,4,0,3,0,2,1,2,2,2,0,1,,0,2,0,,0,0,1,1,24,0,2,0,34,11,353,3,1347
2018/02/26 00:00:00+00,0,0,27,,80,1,40,29,1,24,22,1,3,0,3,0,2,1,2,3,1,0,0,,1,3,0,,0,0,1,2,7,0,2,0,19,6,156,4,1348
2018/02/26 01:00:00+00,0,0,17,,41,1,14,22,0,8,13,0,2,0,2,0,1,1,2,2,1,0,1,,0,3,0,,0,0,1,1,3,0,1,0,9,12,59,4,1349
2018/02/26 02:00:00+00,0,0,11,,31,0,11,15,0,6,8,0,1,0,2,0,1,1,2,2,1,1,0,,0,3,0,,0,0,0,1,3,0,1,0,7,8,29,3,1350
2018/02/26 03:00:00+00,0,0,9,,33,1,10,11,0,5,6,0,1,0,2,0,1,1,2,2,1,1,0,,0,2,0,,0,0,0,1,2,0,1,0,6,7,29,3,1351
2018/02/26 04:00:00+00,0,0,7,,60,0,19,13,1,8,8,1,1,0,3,0,1,1,1,3,1,1,1,,0,3,0,,0,0,0,1,3,0,1,0,12,7,47,3,1352
2018/02/26 05:00:00+00,0,0,13,,116,2,58,35,1,8,34,2,4,1,2,0,2,1,3,2,2,1,1,,1,3,0,,0,0,0,1,7,1,2,1,42,35,145,5,1353
2018/02/26 06:00:00+00,3,2,51,,221,4,167,65,2,15,75,3,10,0,5,0,4,2,5,3,9,1,2,,6,4,1,,0,0,1,4,16,2,7,3,103,31,264,11,1354
2018/02/26 07:00:00+00,5,2,81,,250,7,183,106,3,73,335,2,34,1,12,0,5,3,8,3,12,1,8,,20,8,2,,0,0,1,4,41,5,13,4,122,55,292,16,1355
2018/02/26 08:00:00+00,5,4,100,,180,7,151,103,5,118,178,4,46,3,12,2,9,8,10,4,10,1,3,,26,6,4,,0,0,4,3,71,7,6,4,86,62,278,13,1356
2018/02/26 09:00:00+00,7,7,102,,159,5,105,,4,77,117,4,44,4,12,2,7,8,9,3,8,2,4,,21,6,4,,0,2,4,3,54,7,6,4,80,41,249,10,1357
2018/02/26 10:00:00+00,7,4,88,,197,5,105,,5,78,93,3,31,4,11,2,6,5,11,3,7,2,5,,15,7,4,,0,2,4,3,54,6,4,3,69,29,298,12,1358
2018/02/26 11:00:00+00,6,,76,,178,5,87,92,4,63,86,3,23,4,14,2,7,4,10,4,5,2,3,,11,6,4,,0,2,4,4,52,5,4,4,57,50,259,13,1359
2018/02/26 12:00:00+00,5,,66,44,140,5,85,72,3,58,62,2,17,3,12,2,7,4,7,3,5,2,2,,6,5,3,,0,2,3,4,37,4,5,3,50,34,216,9,1360
2018/02/26 13:00:00+00,4,3,55,49,109,3,76,56,3,62,64,3,17,2,7,,6,4,7,3,7,1,3,,13,5,2,,0,1,2,3,35,2,4,3,62,35,206,8,1361
2018/02/26 14:00:00+00,4,6,58,47,138,4,80,69,3,58,64,3,17,3,7,,,7,7,3,5,1,6,,13,4,2,,0,1,2,4,44,2,5,3,86,38,239,10,1362
2018/02/26 15:00:00+00,3,3,70,51,154,3,73,63,5,68,61,2,14,3,7,1,,15,7,3,4,,2,,5,5,2,,0,0,3,3,44,3,3,2,63,25,199,10,1363
2018/02/26 16:00:00+00,3,2,75,60,154,3,65,76,4,55,84,3,13,3,7,1,5,4,6,3,7,,4,,7,3,2,,0,0,3,3,25,2,5,2,46,33,172,11,1364
2018/02/26 17:00:00+00,3,2,82,68,158,2,70,71,2,81,92,1,16,1,8,1,5,3,7,2,8,1,2,,6,4,2,,0,0,2,2,16,2,5,5,49,69,168,16,1365
2018/02/26 18:00:00+00,2,2,90,58,152,2,87,87,1,76,72,1,14,1,6,0,4,3,6,3,11,1,2,,4,4,1,,0,0,2,2,26,2,5,5,52,52,174,9,1366
2018/02/26 19:00:00+00,2,2,76,44,145,2,61,84,2,60,69,2,14,0,6,0,4,2,7,2,7,1,2,,3,4,1,,0,0,2,2,29,1,5,3,51,47,151,10,1367
2018/02/26 20:00:00+00,1,1,54,30,161,1,54,61,2,56,47,2,10,1,4,0,3,2,4,2,4,0,1,,3,3,0,,0,0,1,2,18,2,3,2,42,36,145,9,1368
2018/02/26 21:00:00+00,0,1,39,24,98,2,35,37,2,19,37,1,6,0,4,0,2,1,4,1,4,0,1,,1,3,1,,0,0,1,1,12,0,2,1,27,24,103,4,1369
2018/02/26 22:00:00+00,0,0,29,12,65,1,35,33,2,15,24,0,5,0,3,0,2,1,2,1,3,0,1,,2,2,0,,0,0,1,2,10,1,2,0,30,21,73,5,1370
2018/02/26 23:00:00+00,0,0,31,8,58,0,25,27,1,21,30,1,3,0,3,0,1,1,3,1,1,0,0,,1,2,0,,0,0,0,2,10,0,2,0,24,7,53,3,1371
2018/02/27 00:00:00+00,0,0,26,8,46,1,22,24,0,13,16,0,3,1,3,0,1,1,1,1,0,0,4,,1,2,0,,0,0,0,1,9,0,2,1,18,8,33,3,1372
2018/02/27 01:00:00+00,0,0,18,6,34,0,11,15,0,16,7,1,7,0,2,0,1,1,1,1,,0,0,,0,2,0,,0,0,0,1,5,0,1,0,13,3,27,3,1373
2018/02/27 02:00:00+00,0,0,11,13,27,0,8,14,0,5,6,0,4,0,3,0,1,1,1,1,,0,0,,0,2,0,,0,0,0,1,2,0,1,0,9,5,22,2,1374
2018/02/27 03:00:00+00,0,0,10,15,43,0,14,14,0,10,8,0,5,0,2,0,1,1,2,1,,0,1,,0,3,0,,0,0,1,1,3,0,1,0,7,6,19,4,1375
2018/02/27 04:00:00+00,0,0,9,38,62,1,25,17,1,7,18,1,5,1,2,0,1,1,1,1,,1,1,,1,3,0,,0,0,1,2,3,0,1,0,16,19,49,3,1376
2018/02/27 05:00:00+00,1,0,15,83,155,1,71,37,3,6,59,2,7,1,3,0,3,3,3,2,2,1,1,,1,4,0,,0,0,2,2,6,0,3,2,27,48,152,4,1377
2018/02/27 06:00:00+00,3,2,51,114,254,3,162,90,8,27,139,4,11,0,6,1,9,6,10,3,14,1,2,,7,7,3,,0,0,2,2,20,4,9,6,36,91,283,14,1378
2018/02/27 07:00:00+00,7,3,100,128,167,5,165,140,13,50,216,7,30,1,15,5,12,6,26,4,6,2,4,,12,13,4,,0,0,3,5,31,8,11,12,55,182,284,60,1379
2018/02/27 08:00:00+00,12,8,117,170,242,9,141,174,21,67,210,8,38,7,18,6,21,30,32,7,17,4,6,,25,21,13,,1,1,8,6,54,12,18,25,63,187,241,77,1380
2018/02/27 09:00:00+00,11,5,111,,211,9,149,145,12,92,194,7,34,6,19,12,33,7,25,7,7,6,11,,22,19,14,,1,4,8,6,50,9,15,15,67,130,303,46,1381
2018/02/27 10:00:00+00,12,6,113,,239,8,136,158,9,104,175,5,28,8,21,7,11,6,16,5,9,3,17,,20,9,9,,1,5,8,5,41,6,13,9,55,65,297,29,1382
2018/02/27 11:00:00+00,9,6,103,,269,7,123,137,8,92,145,6,24,6,18,3,13,5,14,4,,2,7,,22,9,6,,1,4,5,,28,6,10,6,76,78,307,16,1383
2018/02/27 12:00:00+00,7,3,95,,253,5,111,135,7,76,136,4,18,6,15,3,10,6,15,4,,2,6,,14,10,6,,1,4,6,5,53,7,7,5,84,108,259,19,1384
2018/02/27 13:00:00+00,7,5,93,,243,6,115,102,6,67,116,3,16,5,17,4,10,5,11,5,,4,5,,11,7,5,,1,4,6,3,73,8,7,5,104,76,253,14,1385
2018/02/27 14:00:00+00,5,6,88,,234,5,121,95,6,92,83,4,17,4,12,5,9,4,12,5,,2,6,,8,8,4,,1,2,5,5,67,6,8,6,85,75,258,15,1386
2018/02/27 15:00:00+00,5,2,95,,227,4,124,89,5,90,91,4,18,5,11,3,7,4,10,4,,1,4,,18,7,5,,0,2,4,4,47,4,7,4,87,66,253,17,1387
2018/02/27 16:00:00+00,4,2,99,,204,3,114,104,5,91,97,3,16,3,12,2,6,3,8,3,,1,6,,7,6,3,,0,1,4,4,55,3,5,6,84,88,242,15,1388
2018/02/27 17:00:00+00,2,2,97,,216,3,114,102,3,79,94,2,21,2,10,2,5,3,7,3,,1,5,,2,3,2,,0,0,2,3,58,3,4,3,100,147,229,11,1389
2018/02/27 18:00:00+00,1,2,103,,294,2,118,112,2,63,94,1,18,1,6,1,5,3,6,2,,1,3,,1,2,0,,0,0,3,3,67,2,4,4,109,246,218,13,1390
2018/02/27 19:00:00+00,1,2,126,,315,6,182,113,4,97,107,5,17,1,9,0,11,5,6,1,,1,10,,1,3,0,,0,0,4,30,67,2,6,5,128,346,212,8,1391
2018/02/27 20:00:00+00,2,2,89,,290,34,155,90,40,78,97,12,13,1,8,0,12,4,8,7,,18,7,,5,7,0,,0,0,6,27,60,2,14,4,123,267,219,21,1392
2018/02/27 21:00:00+00,3,1,74,,272,19,124,73,18,47,74,28,9,1,6,1,6,4,10,17,,2,7,,5,12,1,,0,0,4,10,52,2,10,4,103,162,195,25,1393
2018/02/27 22:00:00+00,2,2,62,,234,32,112,66,19,50,60,34,10,2,14,1,7,8,11,14,,2,10,,5,7,1,,0,0,2,10,58,2,12,2,115,80,190,16,1394
2018/02/27 23:00:00+00,0,1,60,,200,20,93,63,16,41,63,33,6,1,9,1,7,6,8,3,,3,10,,3,4,1,,0,0,3,21,44,5,5,2,60,52,140,11,1395
2018/02/28 00:00:00+00,0,2,37,,118,9,94,46,23,22,38,56,3,1,12,0,16,11,7,4,,3,8,,1,3,0,,0,0,15,35,19,2,4,0,75,16,101,7,1396
2018/02/28 01:00:00+00,0,1,31,,85,19,60,27,9,16,21,,4,0,5,0,11,9,4,2,,1,8,,0,2,0,,,0,10,32,17,2,2,0,65,12,81,5,1397
2018/02/28 02:00:00+00,0,0,11,,60,8,42,18,9,13,9,2,4,1,3,0,8,6,2,2,,2,7,,0,2,0,,,0,4,21,11,4,2,0,45,4,83,3,1398
2018/02/28 03:00:00+00,0,0,13,,46,1,38,11,3,14,9,1,1,0,4,0,3,4,2,2,,1,6,,0,2,0,,,0,1,11,6,1,1,0,28,4,100,3,1399
2018/02/28 04:00:00+00,0,0,14,,95,2,56,19,2,15,14,1,1,0,3,0,1,4,2,3,,1,7,,0,2,0,,,0,0,4,7,1,1,0,39,7,95,3,1400
2018/02/28 05:00:00+00,0,1,15,,204,1,94,36,6,25,31,4,4,1,4,0,3,5,4,5,,1,7,,2,3,0,,,0,2,5,16,1,1,1,74,26,191,7,1401
2018/02/28 06:00:00+00,2,2,41,,293,13,126,69,11,38,105,5,12,1,9,0,13,7,10,5,,1,7,,6,4,1,,,0,8,15,38,4,4,4,157,74,272,10,1402
2018/02/28 07:00:00+00,4,5,97,,290,8,174,102,13,104,191,9,33,2,12,1,19,7,24,10,,2,11,,17,8,3,,,,15,8,58,6,9,6,178,233,283,19,1403
2018/02/28 08:00:00+00,8,9,112,,260,8,160,144,16,128,178,11,36,6,21,4,20,15,23,12,,4,12,,45,11,7,,,1,9,6,53,11,10,10,132,249,330,23,1404
2018/02/28 09:00:00+00,13,8,123,,237,9,121,130,12,113,151,10,30,10,24,5,17,10,20,7,,4,11,,29,11,12,,,3,9,7,70,12,9,8,112,93,249,19,1405
2018/02/28 10:00:00+00,11,7,103,,191,9,90,124,8,102,100,5,22,9,31,5,16,8,18,5,,6,10,,29,10,9,,2,4,8,7,51,13,8,5,74,92,214,15,1406
2018/02/28 11:00:00+00,9,6,99,,203,7,92,128,6,69,96,4,18,5,33,4,14,6,14,4,,5,8,,15,8,9,,2,2,7,5,75,8,7,4,58,87,313,13,1407
2018/02/28 12:00:00+00,7,5,97,,147,6,82,89,6,47,91,5,11,6,20,4,,7,14,4,,3,6,,11,6,6,,1,2,6,5,41,7,5,4,58,65,237,12,1408
2018/02/28 13:00:00+00,6,8,77,,154,5,80,84,6,44,99,3,12,6,12,3,9,7,12,4,,5,5,,7,7,5,,1,1,5,6,46,5,6,4,88,66,243,11,1409
